longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id,f2_div_f4,f6_div_f2,f5_cat
13.92,52.59,13.0,1939.0,928.0,244.0,3.665552516894221,247.0,379800.0,42,7.95,0.13,3
13.88,52.58,46.0,928.0,790.0,235.0,1.6806,236.0,92500.0,43,3.95,0.25,2
13.82,52.54,35.0,1762.0,686.0,339.0,3.5982,350.0,271700.0,44,5.2,0.2,3
13.9,52.57,32.0,1083.0,471.0,178.0,2.9241,188.0,187500.0,45,6.08,0.17,2
13.87,52.56,34.0,1816.0,872.0,339.0,4.85,335.0,329400.0,46,5.36,0.18,4
13.79,52.53,38.0,1300.0,608.0,292.0,4.5568,269.0,286900.0,47,4.45,0.21,3
13.89,52.58,40.0,1867.0,2223.0,609.0,1.7207,633.0,105100.0,48,3.07,0.2050331686661962,2
13.92,52.53,23.0,1932.0,997.0,482.0,3.662,552.0,211900.0,49,4.01,0.29,3
13.83,52.54,19.0,2364.0,1264.0,390.0,5.0176,373.0,274200.0,50,6.06,0.16,4
13.89,52.59,31.0,1939.0,1584.0,466.0,2.5234,505.0,199500.0,51,4.16,0.26,2
14.06,52.28,15.0,1701.0,723.0,352.0,3.8906,346.0,128700.0,52,4.83,0.2,3
14.06,52.29,25.0,2224.0,985.0,516.0,3.1305,580.0,268800.0,53,4.31,0.26,2
14.08,52.34,36.0,873.0,1086.0,217.0,2.25,240.0,126600.0,54,4.02,0.27,2
14.08,52.38,30.0,1762.0,940.0,398.0,2.8631,416.0,188600.0,55,4.43,0.24,2
14.0,52.22,9.0,4288.0,1225.2837321251593,900.0,2.7827,1017.0,105800.0,56,4.76,0.24,2
13.93,52.25,8.0,864.0,626.0,172.0,4.8984,156.0,151500.0,58,5.02,0.18,4
14.07,52.37,30.0,1653.0,800.0,291.0,3.3482,285.0,220000.0,59,5.68,0.17,3
14.06,52.37,45.0,2005.0,909.0,364.0,4.6406,368.0,268900.0,60,5.51,0.18,3
14.07,52.38,34.0,1078.0,575.0,206.0,4.5083,205.0,188000.0,61,5.23,0.19,3
14.07,52.35,46.0,3745.0,1502.0,808.0,3.8643,798.0,195800.0,62,4.63,0.21,3
13.07,51.99,30.0,1715.0,842.0,263.0,3.0313,271.0,87900.0,63,6.52,0.16,2
13.08,51.99,22.0,4899.0,1701.0,826.0,5.2449,847.0,387000.0,64,5.93,0.17,4
14.55,52.55,18.0,2405.0,872.0,367.0,5.2155,390.0,248300.0,65,6.55,0.16,4
11.86,53.08,32.0,4040.0,2526.0,798.0,3.2143,832.0,160100.0,66,5.06,0.21,3
11.87,53.07,46.0,271.0,150.0,55.0,2.2321,74.0,237500.0,67,4.93,0.27,2
11.85,53.07,24.0,1605.0,1966.0,250.0,3.0833,277.0,162500.0,68,6.42,0.17,2
12.88,52.61,26.0,4931.0,2249.0,818.0,4.275,853.0,285400.0,69,6.03,0.17,3
12.87,52.6,36.0,3157.0,1842.0,561.0,4.5833,582.0,190700.0,70,5.63,0.18,3
12.88,52.6,30.0,1433.0,1110.0,346.0,2.3464,397.0,191700.0,71,4.14,0.28,2
12.94,52.55,22.0,1468.0,611.0,235.0,2.3036,285.0,73000.0,72,6.25,0.19,2
12.34,52.75,41.0,1512.0,1690.0,367.0,3.055,400.0,167000.0,73,4.12,0.26,2
12.45,52.85,36.0,2526.0,996.0,441.0,5.611,452.0,456600.0,74,5.73,0.18,4
13.88,51.94,34.0,1851.0,784.0,290.0,5.2336,291.0,235600.0,75,6.38,0.16,4
13.9,52.08,33.0,1177.0,1533.0,430.0,2.3981,468.0,183300.0,76,2.74,0.2050331686661962,2
13.92,51.94,22.0,4982.0,2237.0,430.14788333569305,3.7105,457.5068800028618,272600.0,77,5.179789114699331,0.09,3
13.9,51.94,41.0,1440.0,1014.0,322.0,2.875,325.0,168600.0,78,4.47,0.23,2
13.7,52.11,33.0,2829.0,1010.0,363.0,3.665552516894221,360.0,191930.9652894885,79,7.79,0.13,3
13.88,51.95,16.0,4151.0,1558.0,604.0,5.806,637.0,304900.0,80,6.87,0.15,4
12.08,52.83,14.0,1463.0,881.0,245.0,4.7857,261.0,152500.0,81,5.97,0.18,3
12.07,52.82,23.0,1100.0,940.0,267.0,3.6953,285.0,150000.0,82,4.12,0.26,3
11.95,52.96,34.0,2578.0,1628.0,617.0,2.34,645.0,210900.0,83,4.18,0.25,2
12.09,52.91,27.0,1513.0,839.0,350.0,1.2012,374.0,64600.0,84,4.32,0.25,1
13.54,51.29,50.0,180.0,356.0,76.0,2.1944,89.0,158300.0,85,2.37,0.2050331686661962,2
13.51,51.46,38.0,1460.0,569.0,176.0,2.7171,311.0,131300.0,86,5.179789114699331,0.21,2
13.52,51.46,26.0,2107.0,2821.0,572.0,0.844,809.0,350000.0,87,3.68,0.2050331686661962,1
13.56,51.5,39.0,1529.0,1154.0,357.0,1.2091,358.0,97900.0,88,4.28,0.23,1
13.53,51.29,29.0,1315.0,926.0,249.0,2.9375,279.0,144800.0,89,5.28,0.21,2
13.45,51.41,52.0,1721.0,688.0,196.0,3.665552516894221,195.0,191930.9652894885,90,5.179789114699331,0.11,3
13.62,51.39,40.0,979.0,934.0,292.0,2.6354,296.0,151800.0,91,3.35,0.3,2
12.39,52.94,9.0,1150.0,377.0,243.0,3.8317,287.0,237500.0,92,4.73,0.25,3
12.4,52.94,30.0,2862.0,1387.0,542.0,5.1104,544.0,278100.0,93,5.28,0.19,4
12.46,52.89,26.0,1725.0,1130.0,404.0,3.2708,431.0,128100.0,94,4.27,0.25,3
12.58,52.74,33.0,2880.0,1416.0,736.0,2.6781,836.0,328800.0,95,3.91,0.29,2
12.29,52.27,36.0,1427.0,1835.0,410.0,2.48,415.0,138900.0,96,3.48,0.29,2
12.41,52.39,31.0,2567.0,1198.0,499.0,3.4659,537.4777164400161,163000.0,97,5.14,0.21,3
12.38,52.38,16.0,2221.4102736512973,2711.0,430.14788333569305,2.1848,457.5068800028618,97900.0,98,5.16,0.21,2
12.46,52.5,11.0,2497.0,1101.0,405.0,4.8036,427.0,141600.0,99,6.17,0.17,4
13.43,51.87,2.0,2221.4102736512973,1950.0,980.0,3.0417,457.5068800028618,146300.0,100,2.27,0.21,2
12.57,52.41,30.0,511.0,0.0,149.0,2.3611,153.0,156800.0,101,3.43,0.3,2
12.52,52.41,52.0,1813.0,637.0,277.0,4.0114,271.0,263400.0,102,6.55,0.15,3
12.55,52.43,33.0,2565.0,2301.0,638.0,2.5477,745.0,83000.0,103,4.02,0.29,2
12.61,52.41,22.0,1892.0,1015.0,404.0,4.1379,442.0,212500.0,104,4.68,0.23,3
12.57,52.4,38.0,1241.0,1055.0,263.0,2.3409,298.0,115500.0,105,4.72,0.24,2
12.52,52.44,0.0,3784.0,1615.0,525.0,4.2333,577.0,220300.0,106,7.21,0.15,3
12.56,52.41,52.0,2097.0,915.0,413.0,2.9899,444.0,228100.0,107,5.08,0.21,2
12.56,52.4,13.0,3239.0,2751.0,813.0,2.6111,849.0,107000.0,108,3.98,0.26,2
12.55,52.41,23.0,4911.0,1480.0,606.0,6.777,693.0,191930.9652894885,109,8.1,0.14,5
12.5,52.43,9.0,2254.0,694.0,243.0,5.6856,400.0,138100.0,110,5.179789114699331,0.18,4
12.51,52.43,38.0,2065.0,812.0,343.0,3.125,374.0,216500.0,111,6.02,0.18,2
12.55,52.42,36.0,1181.0,775.0,218.0,4.7228,220.0,183800.0,112,5.42,0.19,3
12.49,53.16,36.0,1412.0,792.0,268.0,2.3056,260.0,90400.0,113,5.27,0.18,2
12.48,53.16,29.0,3110.0,1212.0,642.0,4.2031,650.0,394400.0,114,4.84,0.21,3
12.48,53.15,41.0,2036.0,1412.0,454.0,2.0469,510.0,89300.0,115,4.48,0.25,2
13.44,51.41,25.0,1321.0,396.0,278.0,3.1131,295.0,77100.0,116,4.75,0.22,2
13.39,51.52,13.0,5591.0,1225.2837321251593,971.0,5.5925,1013.0,208600.0,117,5.76,0.18,4
13.4,51.52,26.0,1405.0,627.0,215.0,4.2188,204.0,94200.0,118,6.53,0.15,3
13.71,51.62,36.0,3359.0,1298.0,483.0,3.665552516894221,493.0,404300.0,119,6.95,0.15,3
13.71,51.64,14.0,2063.0,934.0,529.0,1.7788,0.0,85800.0,120,3.9,0.2050331686661962,2
13.71,51.63,28.0,3857.0,2328.0,830.0,4.0156,857.0,196000.0,121,4.65,0.22,3
13.7,51.64,16.0,2221.4102736512973,2306.0,914.0,4.6315,986.0,277500.0,122,2.43,0.2050331686661962,3
13.87,51.47,42.0,3200.0,1668.0,628.0,3.375,685.0,260400.0,123,5.1,0.21,3
13.65,51.7,33.0,2014.0,1354.0,427.0,3.9773,410.0,131300.0,124,4.72,0.2,3
13.86,51.47,25.0,2907.0,1841.0,633.0,2.6768,680.0,82400.0,125,4.59,0.23,2
13.76,51.47,31.0,3127.0,1345.0,580.0,1.5774,664.0,58000.0,126,5.39,0.21,1
13.76,51.49,37.0,1371.0,640.0,260.0,1.8242,319.0,70000.0,127,5.27,0.23,2
13.8,51.5,13.0,3334.0,2240.0,561.0,7.105,565.0,273900.0,128,5.94,0.17,5
13.74,51.47,36.0,1940.0,1076.0,382.0,3.3906,399.0,147800.0,129,5.08,0.21,3
13.7,52.48,50.0,1509.0,690.0,259.0,6.2344,291.0,191930.9652894885,130,5.83,0.19,4
13.73,52.56,11.0,1716.0,722.0,415.0,2.0926,404.0,166100.0,131,4.13,0.24,2
13.7,52.46,22.0,1707.0,822.0,297.0,3.6625,296.0,126600.0,132,5.75,0.17,3
13.76,52.53,5.0,2221.4102736512973,3123.0,930.0,4.9904,1139.0,154100.0,133,2.39,0.2050331686661962,4
13.74,52.39,7.0,1777.0,1225.2837321251593,504.0,1.4653,513.0,310000.0,134,3.53,0.29,1
13.79,52.47,33.0,2517.0,1158.0,443.0,5.0785,496.0,289500.0,135,5.68,0.2,4
13.7,52.52,42.0,819.0,899.0,228.0,1.1346,233.0,85400.0,137,3.59,0.28,1
13.85,52.48,34.0,981.0,508.0,304.0,2.2328,313.0,266700.0,138,3.23,0.32,2
13.75,52.45,9.0,1503.0,715.0,349.0,4.6371,381.0,234300.0,139,4.31,0.25,3
13.75,52.52,52.0,2995.0,1392.0,503.0,1.7794,555.0,98800.0,140,5.95,0.19,2
13.88,52.34,38.0,1214.0,723.0,236.0,2.5469,254.0,87800.0,141,5.14,0.21,2
13.72,52.4,35.0,1583.0,933.0,318.0,2.4063,340.0,70700.0,142,4.98,0.21,2
13.75,52.42,16.0,2221.4102736512973,1225.2837321251593,430.14788333569305,5.228,457.5068800028618,187800.0,143,5.16,0.21,4
13.77,52.48,45.0,934.0,893.0,192.0,2.53,228.0,140300.0,144,4.86,0.24,2
13.82,52.43,32.0,2458.0,967.0,409.0,7.2893,359.0,293500.0,145,6.01,0.15,5
13.78,52.47,50.0,1741.0,987.0,383.0,1.5066,424.0,59300.0,146,4.55,0.24,1
13.75,52.44,33.0,1221.0,488.0,199.0,3.7574,236.0,92700.0,147,6.14,0.19,3
13.77,52.52,42.0,882.0,1248.0,281.0,2.761,292.0,120000.0,148,3.14,0.2050331686661962,2
13.71,52.52,8.0,2221.4102736512973,1225.2837321251593,430.14788333569305,4.2654,457.5068800028618,137600.0,149,5.16,0.21,3
13.71,52.47,24.0,2069.0,909.0,374.0,2.5326,436.0,139100.0,150,5.53,0.21,2
13.59,52.68,5.0,3201.0,2061.0,536.0,5.0829,532.0,179400.0,151,5.97,0.17,4
13.48,52.79,14.0,1979.0,1756.0,382.0,2.6923,432.0,71400.0,152,5.18,0.22,2
13.6,52.68,49.0,2334.0,1334.0,447.0,1.89,530.0,124000.0,154,5.22,0.23,2
13.54,52.68,52.0,1927.0,705.0,288.0,7.8864,279.0,357300.0,155,6.69,0.14,5
13.57,52.67,31.0,2051.0,1581.0,538.0,2.052,549.0,108900.0,156,3.81,0.27,2
13.62,52.77,44.0,1521.0,1074.0,285.0,2.0673,289.0,99800.0,157,5.34,0.19,2
13.58,52.68,23.0,2556.0,1200.0,548.0,1.8899,662.0,147700.0,158,4.66,0.26,2
13.57,52.57,25.0,2445.0,983.0,363.0,4.9286,368.0,180100.0,159,6.74,0.15,4
13.52,52.65,28.0,3250.0,1328.0,473.0,7.4729,485.0,431600.0,160,6.87,0.15,5
13.47,52.75,35.0,2720.0,1158.0,445.0,5.0796,490.0,228300.0,161,6.11,0.18,4
13.54,52.66,16.0,3260.0,1973.0,535.0,4.6563,501.0,162000.0,162,6.09,0.15,3
13.6,52.67,33.0,2040.0,2649.0,561.0,2.3375,576.0,170600.0,163,3.64,0.28,2
13.47,52.76,18.0,1795.0,483.0,208.0,4.5375,416.0,169800.0,164,5.179789114699331,0.23,3
13.44,52.69,4.0,5027.0,1869.0,686.0,3.5507,797.0,186100.0,165,7.33,0.16,3
13.63,52.77,32.0,2159.0,981.0,369.0,4.3173,393.0,175400.0,166,5.85,0.18,3
13.96,51.33,8.0,2371.0,1094.0,396.0,5.3245,375.0,174500.0,167,5.99,0.16,4
13.99,51.51,36.0,1254.0,629.0,245.0,4.9643,229.0,236100.0,168,5.12,0.18,4
13.98,51.51,26.0,1272.0,562.0,284.0,4.5644,306.0,280200.0,169,4.48,0.24,3
13.76,51.38,12.0,4025.0,2042.0,588.0,7.9125,574.0,344900.0,170,6.85,0.14,5
13.87,51.46,52.0,249.0,396.0,85.0,1.2434,78.0,191930.9652894885,171,2.93,0.31,1
13.9,51.52,52.0,1350.0,490.0,257.0,3.125,266.0,171100.0,172,5.25,0.2,2
11.75,52.89,29.0,1387.0,671.0,239.0,3.3438,236.0,74000.0,173,5.8,0.17,3
11.76,53.0,31.0,2668.0,1398.0,721.0,1.125,812.0,110400.0,174,3.7,0.3,1
11.75,53.0,12.0,4602.0,2299.0,860.0,3.0625,930.0,90500.0,175,5.35,0.2,2
11.76,53.01,37.0,2817.0,1341.0,662.0,2.1553,716.0,255400.0,176,4.26,0.25,2
11.72,53.0,11.0,2393.0,1905.0,711.0,1.3448,726.0,91300.0,177,3.37,0.3,1
12.85,52.94,17.0,5239.0,2440.0,985.0,4.375,1045.0,248100.0,178,5.32,0.2,3
12.99,52.98,22.0,4249.0,2405.0,846.0,2.1549,922.0,146500.0,179,5.02,0.22,2
14.0,53.02,33.0,1541.0,880.0,272.0,2.5074,313.0,117700.0,180,5.67,0.2,2
13.81,52.84,35.0,3315.0,2425.0,687.0,3.5521,744.0,182800.0,181,4.83,0.22,3
13.82,52.83,36.0,1485.0,623.0,261.0,3.3036,236.0,141000.0,182,5.69,0.16,3
13.99,53.01,52.0,2229.0,1079.0,472.0,5.0196,498.0,324300.0,183,4.72,0.22,4
13.8,52.83,46.0,1033.0,462.0,224.0,3.2708,223.0,384700.0,184,4.61,0.22,3
13.81,52.83,30.0,2972.0,1940.0,590.0,2.3594,635.0,72300.0,185,5.04,0.21,2
13.77,52.83,17.0,2056.0,1259.0,367.0,3.9338,366.0,84700.0,186,5.6,0.18,3
13.79,52.84,10.0,1897.0,1353.0,357.0,3.7679,354.0,131300.0,187,5.31,0.19,3
14.68,51.95,21.0,2221.4102736512973,1225.2837321251593,430.14788333569305,1.8937,457.5068800028618,109800.0,188,5.16,0.21,2
13.55,51.61,29.0,1871.0,1066.0,309.0,4.5714,315.0,100800.0,189,6.06,0.17,3
13.39,51.72,52.0,5604.0,2023.0,430.14788333569305,4.4085,457.5068800028618,400000.0,190,5.179789114699331,0.2050331686661962,3
13.56,51.64,18.0,3303.0,986.0,522.0,1.5957,814.0,101400.0,191,6.33,0.25,1
13.3,52.67,17.0,4234.0,2191.0,725.0,3.6445,770.0,197600.0,192,5.84,0.18,3
13.32,52.63,2.0,4678.0,1970.0,712.0,6.1078,817.0,219000.0,193,6.57,0.17,4
13.24,52.74,26.0,186.0,102.0,39.0,2.5625,48.0,103100.0,194,4.77,0.26,2
13.44,52.72,4.0,2221.4102736512973,2649.0,430.14788333569305,3.62,457.5068800028618,139300.0,195,5.16,0.21,3
13.32,52.67,52.0,2259.0,766.0,385.0,2.2981,417.0,105400.0,196,5.87,0.18,2
13.29,52.69,26.0,2056.0,933.0,367.0,2.7051,413.0,193800.0,197,5.6,0.2,2
13.28,52.67,25.0,474.0,300.0,104.0,3.8062,92.0,340900.0,198,4.56,0.19,3
14.01,51.52,52.0,2869.0,500.0,335.0,5.0376,594.0,191930.9652894885,199,5.179789114699331,0.21,4
14.0,51.52,52.0,2680.0,1587.0,713.0,2.5933,740.0,359600.0,200,3.76,0.28,2
14.01,51.59,42.0,626.0,625.0,156.0,3.125,143.0,166300.0,201,4.01,0.23,2
13.89,51.56,5.0,5526.0,1225.2837321251593,1012.0,4.0767,537.4777164400161,143100.0,202,5.46,0.1,3
14.0,51.6,37.0,1982.0,794.0,340.0,5.9275,331.0,336900.0,203,5.83,0.17,4
12.87,52.1,25.0,2402.0,1527.0,461.0,2.3194,478.0,52900.0,204,5.21,0.2,2
12.73,52.32,10.0,3699.0,2310.0,759.0,2.5365,838.0,139500.0,205,4.87,0.23,2
12.75,52.32,37.0,1244.0,484.0,157.0,2.3661,247.0,77500.0,206,7.92,0.2,2
12.76,52.19,29.0,2709.0,1238.0,793.0,3.1563,799.0,330000.0,207,3.42,0.29,2
14.67,52.14,17.0,2724.0,2213.0,554.0,3.8529,567.0,147700.0,208,4.92,0.21,3
14.64,52.15,44.0,1798.0,835.0,314.0,4.75,353.0,355800.0,209,5.73,0.2,3
14.62,52.14,17.0,1530.0,883.0,344.0,2.8835,404.0,196500.0,210,4.45,0.26,2
14.58,52.26,26.0,32.0,27.0,10.0,2.225,8.0,150000.0,211,3.2,0.25,2
14.65,52.09,45.0,1072.0,996.0,243.0,2.8194,275.0,165000.0,212,4.41,0.26,2
14.63,52.15,34.0,80.0,125.0,35.0,0.8907,26.0,154200.0,213,2.29,0.32,1
14.66,52.14,39.0,1065.0,497.0,208.0,4.5972,248.0,146300.0,214,5.12,0.23,3
14.65,52.14,31.0,1636.0,1468.0,339.0,3.2219,380.0,114700.0,215,4.83,0.23,3
14.64,52.13,27.0,1426.0,792.0,353.0,2.0673,364.0,118800.0,216,4.04,0.26,2
14.07,51.78,10.0,2554.0,922.0,439.0,2.1094,501.0,164000.0,217,5.82,0.2,2
14.32,51.78,18.0,2221.4102736512973,3010.0,1034.0,5.6392,1070.0,271500.0,218,5.179789114699331,0.2050331686661962,4
14.32,51.72,11.0,3835.0,1456.0,658.0,2.5374,727.0,97200.0,219,5.83,0.19,2
14.15,51.84,12.0,2772.0,1335.0,565.0,3.8068,578.0,161000.0,220,4.91,0.21,3
14.09,51.78,19.0,2610.0,1290.0,452.0,4.1298,474.0,222800.0,221,5.77,0.18,3
14.25,51.75,41.0,3257.0,1237.0,638.0,4.2415,679.0,409600.0,222,5.11,0.21,3
14.12,51.91,16.0,2205.0,1333.0,402.0,3.475,393.0,279500.0,223,5.49,0.18,3
14.32,51.76,33.0,3626.0,1348.0,480.0,7.6107,502.0,423200.0,224,7.55,0.14,5
13.62,52.29,47.0,859.0,913.0,234.0,2.6442,239.0,136100.0,225,3.67,0.28,2
13.59,52.36,28.0,3436.0,1503.0,498.0,4.7679,537.0,204000.0,226,6.9,0.16,3
13.63,52.33,18.0,2334.0,962.0,557.0,1.808,573.0,97000.0,227,4.19,0.25,2
13.62,52.37,8.0,1266.0,375.0,183.0,3.665552516894221,537.4777164400161,191930.9652894885,228,6.92,0.2050331686661962,3
13.64,52.54,0.0,2221.4102736512973,1225.2837321251593,430.14788333569305,2.569,457.5068800028618,88300.0,229,5.16,0.21,2
13.6,52.55,33.0,399.0,71.0,27.0,1.875,87.0,71300.0,230,5.179789114699331,0.22,2
13.63,52.54,27.0,2049.0,1230.0,336.0,4.6477,417.0,265900.0,231,6.1,0.2,3
13.61,52.37,43.0,2018.0,1111.0,367.0,1.8913,408.0,91200.0,232,5.5,0.2,2
13.67,52.51,40.0,1259.0,1499.0,327.0,1.8382,362.0,126400.0,233,3.85,0.29,2
13.15,53.18,35.0,1681.0,1648.0,373.0,2.4911,360.0,145900.0,234,4.51,0.21,2
13.16,53.01,15.0,1828.0,955.0,248.0,3.2174,359.0,165100.0,235,7.37,0.2,3
13.23,51.81,5.0,2987.0,1821.0,485.0,4.8889,457.0,138900.0,236,6.16,0.15,4
14.38,52.53,27.0,3055.0,1407.0,610.0,2.1702,677.0,179700.0,237,5.01,0.22,2
14.37,52.53,50.0,2833.0,1260.0,552.0,2.8929,605.0,216700.0,238,5.13,0.21,2
14.53,52.43,50.0,985.0,621.0,250.0,1.3125,309.0,60900.0,239,3.94,0.31,1
14.55,52.34,19.0,1199.0,730.0,276.0,3.6422,251.0,209400.0,240,4.34,0.21,3
14.54,52.35,30.0,2979.0,316.0,124.0,2.1987,583.0,124000.0,241,5.179789114699331,0.2,2
14.54,52.33,45.0,2535.0,1036.0,437.0,5.0482,455.0,388900.0,242,5.8,0.18,4
14.56,52.34,29.0,2409.0,1142.0,440.0,3.6895,436.0,87700.0,243,5.48,0.18,3
14.54,52.34,12.0,3375.0,2357.0,808.0,1.5,945.0,106300.0,244,4.18,0.28,1
14.55,52.35,20.0,2502.0,981.0,399.0,4.3,454.0,275000.0,245,6.27,0.18,3
14.52,52.33,20.0,4296.0,1732.0,800.0,4.8036,817.0,188300.0,246,5.37,0.19,4
14.53,52.33,22.0,2614.0,1240.0,462.0,6.0712,453.0,271800.0,247,5.66,0.17,4
14.53,52.34,36.0,1437.0,1073.0,320.0,2.1779,537.4777164400161,58400.0,248,4.49,0.2050331686661962,2
14.53,52.36,32.0,2020.0,2557.0,562.0,2.1397,613.0,145300.0,249,3.59,0.3,2
14.52,52.35,36.0,2398.0,1261.0,402.0,5.2816,403.0,221800.0,250,5.97,0.17,4
13.26,52.3,28.0,2647.0,1459.0,595.0,3.4474,658.0,253400.0,251,4.45,0.25,3
13.31,52.36,9.0,2221.4102736512973,2811.0,430.14788333569305,3.2589,457.5068800028618,137900.0,252,5.16,0.21,3
13.25,52.31,44.0,2175.0,1019.0,448.0,4.793,475.0,470800.0,253,4.85,0.22,3
13.25,52.3,7.0,2221.4102736512973,1225.2837321251593,430.14788333569305,3.816,457.5068800028618,147900.0,254,5.16,0.21,3
13.22,52.22,25.0,5411.0,2243.0,1019.0,4.3148,998.0,240700.0,255,5.31,0.18,3
13.1,52.35,46.0,2066.0,1275.0,448.0,3.9375,450.0,187000.0,256,4.61,0.22,3
13.21,52.21,23.0,1939.0,841.0,364.0,3.3611,356.0,169200.0,257,5.33,0.18,3
13.03,52.76,26.0,1652.0,762.0,280.0,2.4757,313.0,85600.0,258,5.9,0.19,2
13.17,52.69,40.0,624.0,423.0,160.0,0.9506,195.0,187500.0,259,3.9,0.31,1
13.1,52.72,35.0,2976.0,1424.0,538.0,4.267,518.0,210300.0,260,5.53,0.17,3
13.0,52.58,52.0,1963.0,1628.0,524.0,2.6083,565.0,193800.0,261,3.75,0.29,2
13.08,52.53,33.0,2479.0,979.0,377.0,4.7308,382.0,236200.0,262,6.58,0.15,3
13.14,52.6,22.0,2516.0,1225.2837321251593,713.0,2.0192,826.0,158300.0,263,3.53,0.2050331686661962,2
13.09,52.73,18.0,5152.0,2286.0,430.14788333569305,5.1677,457.5068800028618,380800.0,264,5.179789114699331,0.09,4
13.1,52.56,39.0,2400.0,877.0,372.0,5.7361,373.0,191930.9652894885,266,6.45,0.16,4
13.06,52.54,34.0,1324.0,799.0,228.0,4.5234,211.0,192200.0,267,5.81,0.16,3
