longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id
13.15,53.18,35,1681.0,1648,373,2.4911,360.0,145900,234
13.16,53.01,15,1828.0,955,248,3.2174,359.0,165100,235
13.23,51.81,5,2987.0,1821,485,4.8889,457.0,138900,236
14.38,52.53,27,3055.0,1407,610,2.1702,677.0,179700,237
14.37,52.53,50,2833.0,1260,552,2.8929,605.0,216700,238
14.53,52.43,50,985.0,621,250,1.3125,309.0,60900,239
14.55,52.34,19,1199.0,730,276,3.6422,251.0,209400,240
14.54,52.35,30,2979.0,316,124,2.1987,583.0,124000,241
14.54,52.33,45,2535.0,1036,437,5.0482,455.0,388900,242
14.56,52.34,29,2409.0,1142,440,3.6895,436.0,87700,243
14.54,52.34,12,3375.0,2357,808,1.5,945.0,106300,244
14.55,52.35,20,2502.0,981,399,4.3,454.0,275000,245
14.52,52.33,20,4296.0,1732,800,4.8036,817.0,188300,246
14.53,52.33,22,2614.0,1240,462,6.0712,453.0,271800,247
14.53,52.34,36,1437.0,1073,320,2.1779,537.4777164400161,58400,248
14.53,52.36,32,2020.0,2557,562,2.1397,613.0,145300,249
14.52,52.35,36,2398.0,1261,402,5.2816,403.0,221800,250
13.26,52.3,28,2647.0,1459,595,3.4474,658.0,253400,251
13.31,52.36,9,13670.0,2811,1193,3.2589,2453.0,137900,252
13.25,52.31,44,2175.0,1019,448,4.793,475.0,470800,253
13.25,52.3,7,9003.0,4445,1591,3.816,1739.0,147900,254
13.22,52.22,25,5411.0,2243,1019,4.3148,998.0,240700,255
13.1,52.35,46,2066.0,1275,448,3.9375,450.0,187000,256
13.21,52.21,23,1939.0,841,364,3.3611,356.0,169200,257
13.03,52.76,26,1652.0,762,280,2.4757,313.0,85600,258
13.17,52.69,40,624.0,423,160,0.9506,195.0,187500,259
13.1,52.72,35,2976.0,1424,538,4.267,518.0,210300,260
13.0,52.58,52,1963.0,1628,524,2.6083,565.0,193800,261
13.08,52.53,33,2479.0,979,377,4.7308,382.0,236200,262
13.14,52.6,22,2516.0,3350,713,2.0192,826.0,158300,263
13.09,52.73,18,5152.0,2286,1243,5.1677,1365.0,380800,264
13.0,52.54,30,0.0,410,165,2.1898,156.0,63200,265
13.1,52.56,39,2400.0,877,372,5.7361,373.0,500001,266
13.06,52.54,34,1324.0,799,228,4.5234,211.0,192200,267
13.08,52.56,33,1503.0,652,229,3.6937,282.0,99300,268
13.09,52.56,32,1162.0,563,178,3.875,196.0,203000,269
13.13,52.56,41,1164.0,476,171,2.4196,211.0,70700,270
13.09,52.57,17,1419.0,1300,360,2.0769,436.0,100000,271
13.05,52.57,50,1760.0,741,316,4.5,341.0,178300,272
13.17,52.68,37,1217.0,552,194,5.0445,199.0,196200,273
13.53,52.91,24,1039.0,643,193,2.6711,190.0,71300,274
13.68,52.85,31,1331.0,598,225,4.1827,245.0,345500,275
13.63,52.24,30,2260.0,1182,341,6.0705,345.0,236700,276
13.33,52.51,44,1375.0,766,321,2.1719,351.0,87500,277
13.68,52.29,38,3495.0,1939,994,2.2148,1100.0,438300,278
13.65,52.3,32,1441.0,0,249,4.4519,261.0,137500,279
13.68,52.3,3,5710.0,2874,886,5.3638,919.0,206300,280
13.63,52.35,44,3184.0,1399,548,2.7234,581.0,110200,281
13.63,52.27,43,513.0,266,103,5.6428,98.0,343100,282
13.63,52.3,22,3024.0,2357,743,3.3125,754.0,191800,283
13.6,52.32,34,2211.0,1113,488,4.7026,502.0,356800,284
13.62,52.3,34,2657.0,1948,532,4.233,515.0,157400,285
12.89,53.1,9,1859.0,947,304,5.9202,307.0,181300,286
12.9,53.1,47,2879.0,2229,606,3.2599,631.0,183100,287
14.26,53.07,15,2577.0,979,364,10.476,360.0,500001,288
14.3,53.07,5,8576.0,5006,1827,4.3598,1952.0,189100,289
14.27,53.07,22,3902.0,1870,763,2.774,845.0,190200,290
14.29,53.06,18,2939.0,1278,435,7.1425,437.0,393700,291
14.28,53.05,22,3359.0,1227,588,4.645,643.0,276200,292
13.61,52.14,16,1657.0,572,301,1.4767,390.0,62000,293
13.66,52.16,18,1932.0,1071,346,4.125,350.0,139800,294
13.5,52.05,26,1167.0,253,137,2.4196,370.0,275000,295
13.94,51.87,50,772.0,606,167,2.2206,194.0,59200,296
13.94,51.86,32,1286.0,694,236,1.6579,271.0,68500,297
13.96,51.87,35,1205.0,583,319,2.3971,330.0,188900,298
13.03,52.39,50,1843.0,892,314,3.1346,326.0,120000,299
12.99,52.4,39,1841.0,1368,390,2.1583,428.0,62000,300
13.05,52.4,33,3512.0,1515,782,1.9908,825.0,118800,301
12.93,52.36,23,2639.268084538969,998,435,4.0294,515.0,500001,302
13.04,52.41,32,2021.0,973,485,3.18,524.0,362500,303
12.92,52.4,34,495.0,527,130,1.9453,120.0,149000,304
12.94,52.38,43,2483.0,1212,493,4.0189,548.0,302900,305
13.04,52.39,14,3023.0,1523,492,5.3602,469.0,118600,306
12.93,52.38,34,3150.0,1392,480,4.9355,518.0,336900,307
13.04,52.4,2,718.0,119,50,4.1,98.0,315000,308
12.91,52.36,52,2792.0,1177,439,3.4312,461.0,243800,309
13.02,52.42,35,2924.0,1675,602,3.8287,658.0,279900,310
12.98,52.36,39,2233.0,2031,491,1.8641,563.0,50800,311
13.06,52.4,33,1903.0,1187,340,4.0469,386.0,196600,312
13.09,52.36,25,2004.0,1085,343,4.7656,349.0,230700,313
13.09,52.38,41,1733.0,1776,453,1.6221,492.0,104200,314
13.07,52.39,23,4671.0,2095,857,3.184,912.0,140500,315
13.07,52.4,23,2982.0,1317,787,3.3776,837.0,283200,316
13.13,52.37,43,2850.0,1510,670,2.4835,709.0,274300,317
13.1,52.39,27,5532.0,2855,960,4.7478,973.0,243500,318
13.09,52.37,41,2050.0,850,490,3.4208,478.0,343400,319
13.09,52.39,37,1127.0,492,331,2.675,327.0,241700,320
13.13,52.38,33,2868.0,1204,412,6.1825,382.0,336900,321
13.09,52.4,36,2602.0,2780,620,2.7155,638.0,149800,322
13.08,52.39,49,2465.0,1018,359,4.0,372.0,296800,323
14.03,51.45,46,10088.0,3728,1781,5.2321,1910.0,500001,324
14.1,51.46,28,3085.0,1277,512,4.5795,552.0,262800,325
14.24,52.6,23,4358.0,1852,802,3.4167,819.0,105200,326
13.79,52.29,20,5699.0,3809,1381,2.8646,1594.0,221100,327
14.37,51.57,34,45.0,39,14,3.0625,11.0,500001,328
14.38,51.57,33,3404.0,1579,639,3.1078,711.0,146700,329
13.22,52.41,28,991.0,1145,265,2.3611,255.0,167000,330
13.22,52.4,34,2095.0,662,299,8.2934,343.0,500001,331
13.24,52.4,5,3264.0,1607,453,9.1415,442.0,500001,332
13.14,52.37,24,2719.0,1318,424,4.675,434.0,228800,333
13.23,52.41,20,2303.0,1607,564,2.9,612.0,176100,334
13.21,52.39,45,2964.0,1067,426,6.7851,436.0,323500,335
13.21,52.4,34,1577.0,880,284,4.6327,272.0,116000,336
13.25,52.4,50,1146.0,579,213,2.9583,238.0,172600,337
13.27,52.4,18,2704.0,1611,597,2.0243,698.0,82300,338
13.14,52.38,34,1559.0,600,242,8.7382,243.0,500001,339
13.13,52.36,52,1489.0,728,244,0.8172,335.0,85300,340
13.1,52.47,34,344.0,315,119,3.1786,108.0,117800,341
13.27,52.39,15,2701.0,1245,513,3.3269,576.0,81900,342
14.04,52.79,16,2668.0,1536,457,3.9792,454.0,88900,343
14.04,52.87,40,1772.0,1122,324,3.2768,369.0,96100,344
13.71,51.85,26,3507.0,1712,509,6.7206,512.0,344600,345
13.61,51.97,52,1532.0,631,275,5.1242,292.0,372900,346
13.72,51.85,36,1380.0,690,234,3.8214,237.0,210900,347
12.77,52.81,30,1772.0,1389,447,2.3641,500.0,94100,348
13.2,52.65,46,1362.0,1068,305,2.4615,321.0,177800,349
13.2,52.64,21,3349.0,1952,718,3.7273,737.0,251900,350
13.24,52.75,14,1562.0,609,328,2.3935,373.0,125000,351
13.21,52.63,49,713.0,462,189,1.025,202.0,118800,352
13.18,52.69,16,1893.0,1461,344,5.225,338.0,213700,353
13.22,52.75,38,2310.0,971,386,5.697,400.0,435700,354
13.28,52.71,23,7740.0,4124,1743,3.3268,1943.0,322800,355
13.38,52.64,19,12467.0,4086,1761,3.2846,2508.0,131900,356
13.38,52.66,24,4880.0,4516,1050,4.1387,1044.0,157700,357
13.26,52.74,7,938.0,1187,282,1.2667,297.0,67500,358
13.21,52.64,26,557.0,455,196,2.7721,153.0,155400,359
13.19,52.72,29,7479.0,2744,943,7.5139,977.0,398200,360
13.2,52.66,39,1610.0,511,278,4.3333,278.0,385900,361
14.39,53.21,28,794.0,329,109,7.6923,111.0,329800,362
14.42,51.86,27,3819.0,2447,717,3.8185,674.0,137200,363
14.3,51.99,35,2733.0,1814,511,4.4187,510.0,183400,364
14.34,51.76,40,2497.0,1275,508,3.1071,520.0,193100,365
14.33,51.76,16,2919.0,1456,453,5.6779,462.0,164700,366
14.34,51.77,35,1120.0,659,274,2.3824,297.0,145000,367
14.41,51.86,9,3297.0,1749,568,4.0217,568.0,99200,368
14.35,51.76,16,1689.0,921,270,4.4444,254.0,191800,369
14.35,51.78,40,1461.0,1322,264,4.3269,286.0,194100,370
14.33,51.77,20,1491.0,1135,303,1.6395,360.0,44400,371
14.34,51.79,19,2025.0,1663,403,3.8147,414.0,139200,372
13.5,53.12,39,759.0,252,106,3.6964,141.0,262500,373
13.51,53.11,9,1228.0,409,212,4.3482,234.0,95200,374
13.51,53.12,12,1474.0,1009,372,4.0521,364.0,166700,375
13.61,53.26,19,7646.0,2496,1075,3.5569,1618.0,128000,376
13.64,53.11,37,2414.0,878,305,9.1541,323.0,453800,377
14.42,52.25,9,11810.0,6716,2081,3.1821,2181.0,95600,378
11.93,53.32,21,1607.0,834,352,2.3787,356.0,177900,379
12.04,53.25,27,336.0,195,68,5.3946,60.0,71800,380
13.25,52.76,23,3800.0,3786,917,1.4766,1003.0,50600,381
13.24,52.78,26,1582.0,573,182,10.0595,196.0,500001,382
13.24,52.76,24,5684.0,6626,1481,2.2559,1485.0,166800,383
13.74,52.63,6,6106.0,3246,1062,5.2206,1134.0,280200,384
14.07,52.57,7,9374.0,4827,1722,3.462,1847.0,151900,385
13.39,52.87,27,1683.0,873,258,4.7069,288.0,176900,386
14.24,51.44,52,1560.0,757,315,2.7083,307.0,199100,387
14.26,51.45,45,1160.0,1095,269,2.7308,274.0,139000,388
14.22,51.66,12,5898.0,3129,945,4.7647,1002.0,254100,389
14.27,51.45,16,3275.0,1863,527,5.5429,529.0,269100,390
14.17,51.58,46,2559.0,1562,498,4.3846,506.0,270600,391
14.13,51.46,40,3056.0,1103,481,5.1067,489.0,247300,392
14.27,51.44,44,2602.0,691,343,4.3125,509.0,261500,393
14.24,51.43,52,851.0,731,190,1.9044,190.0,64900,394
14.26,51.44,38,1542.0,1220,334,1.625,364.0,52800,395
12.84,52.47,14,3223.0,1230,488,6.5964,484.0,358800,396
12.46,52.12,46,1210.0,523,242,1.91,243.0,63900,397
14.64,51.74,52,2050.0,1109,437,2.6719,439.0,318500,398
14.59,51.62,32,1617.0,1153,385,3.016,346.0,96600,399
14.65,51.74,14,2927.0,1821,561,3.3529,588.0,82600,400
13.16,52.09,17,2116.0,909,319,2.7188,425.0,113100,401
13.18,52.09,52,1916.0,889,424,4.0391,432.0,279900,402
13.18,52.1,8,4942.0,3012,1033,3.445,1173.0,203400,403
13.17,52.09,27,1269.0,464,182,6.8374,186.0,500001,404
13.16,52.1,11,586.0,317,74,2.8906,125.0,84400,405
14.03,52.79,45,1095.0,672,234,3.4087,237.0,209200,406
14.13,52.71,42,1645.0,1161,351,3.0893,371.0,162700,407
14.14,52.72,4,2337.0,983,655,3.7174,768.0,275000,408
12.72,52.51,41,1944.0,977,388,3.9097,363.0,81300,409
13.33,52.98,26,1360.0,869,328,3.0217,309.0,131600,410
12.81,52.93,32,3851.0,1456,836,4.5208,900.0,442100,411
12.8,52.92,24,5732.0,2444,888,5.6292,873.0,231400,412
12.79,52.91,34,963.0,392,176,4.0156,159.0,134700,413
12.37,52.17,31,3881.0,1535,846,3.0398,909.0,369100,414
13.74,52.98,52,2187.0,733,274,9.5823,284.0,406200,415
12.61,52.28,40,2529.0,831,258,15.0001,293.0,500001,416
