longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id
13.39,52.58,6.0,2918.0,1911.0,639.0,4.1406,672.0,0.0,100
13.43,52.6,50.0,1829.0,1129.0,516.0,2.6684,536.0,0.0,101
13.42,52.57,32.0,3108.0,1577.0,603.0,4.6613,613.0,0.0,102
13.39,52.62,52.0,4140.0,2030.0,892.0,3.4236,984.0,0.0,103
13.41,52.58,23.0,1353.0,1322.0,336.0,1.8185,345.0,0.0,104
13.46,52.54,20.0,1911.0,1241.0,348.0,2.5156,389.0,0.0,105
13.45,52.56,31.0,4267.0,1255.2263374485597,1071.0,3.0212,1070.0,0.0,106
13.26,52.5,4.0,2301.9284731774414,1255.2263374485597,441.2774725274725,5.083,470.98664225337797,0.0,107
13.29,52.54,25.0,4111.0,1585.0,568.0,3.6054629076086955,538.0,0.0,108
13.24,52.51,12.0,3652.0,1677.0,728.0,2.3267,923.0,0.0,109
13.31,52.49,33.0,2263.0,900.0,382.0,4.4028,430.0,0.0,110
13.27,52.49,37.0,1921.0,811.0,472.0,2.75,502.0,0.0,111
13.25,52.51,36.0,1464.0,672.0,261.0,3.5547,244.0,0.0,112
13.29,52.49,36.0,2929.0,1054.0,352.0,3.6054629076086955,366.0,0.0,113
13.28,52.52,15.0,5368.0,2269.0,441.2774725274725,5.7097,470.98664225337797,0.0,114
13.23,52.51,31.0,700.0,1272.0,298.0,2.1542,299.0,0.0,115
13.21,52.5,22.0,2265.0,1684.0,561.0,2.6729,637.0,0.0,116
13.27,52.5,29.0,2301.9284731774414,2184.0,960.0,3.6054629076086955,1012.0,0.0,117
13.28,52.49,44.0,1819.0,1137.0,354.0,3.4919,544.3654353562006,0.0,118
13.21,52.53,26.0,3350.0,1314.0,550.0,3.5195,581.0,0.0,119
13.18,52.54,19.0,1991.0,1202.0,460.0,3.1538,528.0,0.0,120
13.18,52.53,17.0,449.0,141.0,53.0,0.8362,151.0,0.0,121
13.27,52.55,37.0,1844.0,1634.0,417.0,2.7993,382.0,0.0,122
13.17,52.51,45.0,727.0,520.0,175.0,2.6528,168.0,0.0,123
13.23,52.54,25.0,4440.0,1560.0,636.0,3.6054629076086955,693.0,0.0,124
13.15,52.54,16.0,2374.0,913.0,705.0,2.7386,780.0,0.0,125
13.2,52.57,16.0,5498.0,2051.0,694.0,7.8601,729.0,0.0,126
13.18,52.49,43.0,1584.0,799.0,433.0,5.0322,477.0,0.0,127
13.16,52.56,52.0,1746.0,941.0,220.0,3.3047,315.0,0.0,128
13.13,52.47,42.0,1276.0,799.0,259.0,2.7273,260.0,0.0,129
13.17,52.53,7.0,3389.0,1268.0,474.0,3.0224,621.0,0.0,130
13.19,52.51,4.0,3618.0,1326.0,714.0,5.4284,767.0,0.0,131
13.16,52.46,26.0,934.0,519.0,162.0,5.3209,148.0,0.0,132
13.15,52.55,12.0,3851.0,2169.0,811.0,3.0101,857.0,0.0,133
13.19,52.55,23.0,588.0,716.0,173.0,1.2056,157.0,0.0,134
13.26,52.42,18.0,2626.0,1302.0,522.0,4.0167,544.3654353562006,0.0,135
13.28,52.46,24.0,2387.0,1051.0,382.0,4.4595,385.0,0.0,136
13.15,52.41,16.0,2301.9284731774414,1255.2263374485597,441.2774725274725,4.0693,470.98664225337797,0.0,137
13.28,52.44,47.0,1691.0,913.0,358.0,1.8403,402.0,0.0,138
13.25,52.44,42.0,1558.0,1227.0,407.0,2.2804,458.0,0.0,139
13.27,52.42,26.0,2697.0,1088.0,389.0,5.0,398.0,0.0,140
13.19,52.42,39.0,3275.0,1137.0,725.0,3.7679,837.0,0.0,141
13.35,52.44,29.0,2301.9284731774414,2919.0,1061.0,3.6054629076086955,1117.0,0.0,142
13.29,52.43,35.0,1281.0,710.0,184.0,4.8304,219.0,0.0,143
13.35,52.42,31.0,3117.0,1606.0,588.0,2.9844,616.0,0.0,144
13.33,52.42,37.0,1832.0,955.0,488.0,2.7852,525.0,0.0,145
13.31,52.43,35.0,1859.0,1208.0,399.0,1.4044,428.0,0.0,146
13.26,52.45,28.0,2758.0,2877.0,694.0,2.0734,771.0,0.0,147
13.35,52.43,23.0,910.0,370.0,169.0,1.7448,199.0,0.0,148
13.27,52.43,38.0,1912.0,1131.0,408.0,2.03,456.0,0.0,149
13.3,52.46,46.0,1453.0,817.0,310.0,3.0,306.0,0.0,150
13.23,52.45,12.0,3943.0,1255.2263374485597,751.0,4.112,737.0,0.0,151
13.31,52.46,36.0,1774.0,784.0,298.0,5.0447,299.0,0.0,152
13.28,52.42,42.0,3146.0,1859.0,740.0,3.5073,770.0,0.0,153
13.16,52.43,16.0,2301.9284731774414,1255.2263374485597,441.2774725274725,3.0187,470.98664225337797,0.0,154
13.25,52.43,45.0,2332.0,943.0,339.0,3.6054629076086955,544.3654353562006,0.0,155
13.36,52.46,15.0,1569.0,1123.0,369.0,1.6111,423.0,0.0,156
13.39,52.46,12.0,2301.9284731774414,1255.2263374485597,441.2774725274725,3.5691,470.98664225337797,0.0,157
13.4,52.45,15.0,1882.0,704.0,219.0,6.9794,233.0,0.0,158
13.4,52.4,29.0,2743.0,1059.0,651.0,3.625,708.0,0.0,159
13.41,52.44,38.0,1016.0,540.0,187.0,2.2885,202.0,0.0,160
13.41,52.41,28.0,1433.0,1001.0,278.0,4.0125,270.0,0.0,161
13.38,52.43,10.0,614.0,195.0,95.0,0.9283,141.0,0.0,162
13.37,52.41,29.0,4168.0,2096.0,713.0,4.2204,742.0,0.0,163
13.36,52.45,21.0,797.0,484.0,166.0,2.625,162.0,0.0,164
13.36,52.42,26.0,15.0,11.0,3.0,5.048,3.0,0.0,165
13.37,52.47,13.0,4379.0,2560.0,853.0,4.2538,872.0,0.0,166
13.37,52.49,34.0,2159.0,1443.0,385.0,4.1995,386.0,0.0,167
13.35,52.47,36.0,787.0,1506.0,360.0,1.2412,420.0,0.0,168
13.42,52.46,4.0,2301.9284731774414,1255.2263374485597,441.2774725274725,4.7193,470.98664225337797,0.0,169
13.45,52.48,25.0,2879.0,2077.0,649.0,3.3864,723.0,0.0,170
13.48,52.41,35.0,2492.0,812.0,373.0,3.6054629076086955,409.0,0.0,171
13.51,52.41,4.0,2301.9284731774414,1255.2263374485597,441.2774725274725,6.2141,470.98664225337797,0.0,172
13.47,52.44,44.0,1594.0,832.0,340.0,3.4,389.0,0.0,173
13.5,52.42,24.0,1586.0,912.0,298.0,4.25,262.0,0.0,174
13.44,52.43,23.0,3038.0,1501.0,436.0,5.5584,473.0,0.0,175
13.41,52.42,42.0,2203.0,1470.0,488.0,2.8385,467.0,0.0,176
13.45,52.46,36.0,98.0,18.0,8.0,0.536,28.0,0.0,177
13.43,52.45,25.0,1178.0,709.0,214.0,4.5625,206.0,0.0,178
13.48,52.42,30.0,2506.0,1255.0,421.0,4.7813,394.0,0.0,179
13.43,52.43,17.0,2875.0,1876.0,749.0,1.951,810.0,0.0,180
13.49,52.46,19.0,5407.0,1927.0,804.0,4.6302,838.0,0.0,181
13.53,52.41,16.0,4392.0,1490.0,578.0,3.6054629076086955,602.0,0.0,182
13.55,52.41,36.0,1089.0,632.0,215.0,3.6538,234.0,0.0,183
13.54,52.41,34.0,2328.0,1684.0,429.0,3.25,444.0,0.0,184
13.6,52.43,32.0,1199.0,814.0,238.0,4.6719,229.0,0.0,185
13.58,52.47,9.0,2167.0,1290.0,351.0,5.0285,370.0,0.0,186
13.67,52.41,33.0,3122.0,1733.0,545.0,3.8307,579.0,0.0,187
13.51,52.47,32.0,2587.0,1246.0,650.0,2.1727,681.0,0.0,188
13.63,52.45,20.0,1814.0,658.0,253.0,3.6054629076086955,282.0,0.0,189
13.61,52.44,35.0,1468.0,1295.0,300.0,3.7708,303.0,0.0,190
13.7,52.43,41.0,2136.0,986.0,557.0,2.7254,549.0,0.0,191
13.65,52.38,29.0,4610.0,1569.0,592.0,2.7663,544.3654353562006,0.0,192
13.53,52.46,18.0,2301.9284731774414,1255.2263374485597,441.2774725274725,1.4366,470.98664225337797,0.0,193
13.52,52.47,34.0,1859.0,854.0,309.0,3.1906,323.0,0.0,194
13.53,52.45,30.0,1228.0,1603.0,323.0,3.0225,358.0,0.0,195
13.59,52.42,42.0,1116.0,1082.0,299.0,3.7237,303.0,0.0,196
13.53,52.44,29.0,1945.0,826.0,275.0,3.6054629076086955,269.0,0.0,197
13.5,52.46,34.0,1519.0,758.0,304.0,4.3125,301.0,0.0,198
13.52,52.45,34.0,2192.0,1376.0,428.0,3.9861,431.0,0.0,199
13.58,52.57,44.0,1818.0,1680.0,418.0,1.7083,412.0,0.0,200
13.58,52.55,37.0,845.0,881.0,252.0,2.2454,249.0,0.0,201
13.55,52.55,13.0,4808.0,2568.0,762.0,3.6583,848.0,0.0,202
13.58,52.53,16.0,2687.0,1502.0,480.0,3.75,501.0,0.0,203
13.57,52.5,38.0,727.0,559.0,176.0,2.4653,173.0,0.0,204
13.62,52.51,19.0,1393.0,915.0,355.0,1.1957,367.0,0.0,205
13.6,52.53,36.0,654.0,416.0,138.0,3.6953,186.0,0.0,206
13.63,52.52,52.0,3034.0,1158.0,399.0,6.2976,406.0,0.0,207
13.58,52.51,12.0,2301.9284731774414,2823.0,441.2774725274725,2.1722,470.98664225337797,0.0,208
13.61,52.49,52.0,610.0,281.0,132.0,2.9018,145.0,0.0,209
13.58,52.49,10.0,1742.0,721.0,312.0,2.4537,307.0,0.0,210
13.56,52.49,35.0,2843.0,1726.0,643.0,3.09,652.0,0.0,211
13.57,52.52,26.0,2507.0,1333.0,392.0,6.1601,393.0,0.0,212
13.61,52.5,30.0,1695.0,932.0,447.0,3.5045,480.0,0.0,213
13.6,52.52,40.0,2523.0,976.0,470.0,3.11,488.0,0.0,214
13.55,52.51,36.0,49.0,28.0,2.0,4.625,7.0,0.0,215
13.53,52.51,52.0,4088.0,1906.0,863.0,3.6065,946.0,0.0,216
13.54,52.49,41.0,746.0,387.0,161.0,3.9063,544.3654353562006,0.0,217
13.48,52.5,35.0,1945.0,1227.0,359.0,5.2162,357.0,0.0,218
13.5,52.54,28.0,4649.0,2606.0,953.0,3.2674,977.0,0.0,219
13.51,52.56,22.0,1814.0,941.0,323.0,2.1728,342.0,0.0,220
13.5,52.5,16.0,2697.0,1369.0,723.0,4.4699,803.0,0.0,221
13.52,52.56,28.0,1967.0,734.0,291.0,4.9583,315.0,0.0,222
13.53,52.57,16.0,2704.0,1322.0,424.0,3.7857,463.0,0.0,223
13.5,52.52,26.0,2496.0,1062.0,380.0,5.5413,407.0,0.0,224
13.48,52.57,26.0,1125.0,943.0,214.0,4.825,210.0,0.0,225
13.51,52.48,25.0,1407.0,1193.0,472.0,1.2989,550.0,0.0,226
13.51,52.53,43.0,1730.0,629.0,279.0,4.3194,326.0,0.0,227
13.55,52.57,21.0,1214.0,500.0,185.0,7.598,192.0,0.0,228
13.35,52.59,37.0,1508.0,635.0,241.0,3.75,252.0,0.0,229
13.34,52.58,14.0,3483.0,2140.0,687.0,3.125,764.0,0.0,230
13.31,52.59,48.0,1835.0,956.0,370.0,3.2813,380.0,0.0,231
13.28,52.57,17.0,3353.0,1417.0,447.0,5.1721,463.0,0.0,232
13.29,52.59,23.0,3204.0,2295.0,614.0,3.9485,644.0,0.0,233
13.31,52.61,2.0,158.0,94.0,57.0,2.5625,43.0,0.0,234
13.34,52.62,33.0,879.0,547.0,169.0,5.3146,181.0,0.0,235
13.3,52.61,25.0,4617.0,2685.0,1011.0,2.9576,1046.0,0.0,236
13.29,52.64,45.0,2143.0,1004.0,594.0,3.0153,697.0,0.0,237
13.27,52.64,24.0,5377.0,2010.0,982.0,3.4542,1005.0,0.0,238
13.36,52.6,17.0,2839.0,390.0,189.0,3.5667,525.0,0.0,239
13.34,52.61,35.0,1060.0,444.0,196.0,3.6054629076086955,191.0,0.0,240
13.37,52.6,26.0,1279.0,1276.0,420.0,1.2404,438.0,0.0,241
13.29,52.62,18.0,1758.0,987.0,277.0,4.6875,286.0,0.0,242
13.23,52.62,20.0,755.0,457.0,157.0,2.4167,147.0,0.0,243
13.25,52.61,36.0,2410.0,934.0,377.0,7.652,361.0,0.0,244
13.32,52.6,52.0,1380.0,530.0,210.0,6.221,203.0,0.0,245
13.31,52.6,33.0,1775.0,1071.0,296.0,4.6607,309.0,0.0,246
13.32,52.59,14.0,5381.0,2296.0,872.0,5.6875,871.0,0.0,247
13.32,52.62,13.0,2360.0,1055.0,312.0,5.2134,340.0,0.0,248
13.3,52.59,46.0,2223.0,968.0,373.0,4.26,361.0,0.0,249
13.26,52.59,21.0,2884.0,2613.0,645.0,4.05,662.0,0.0,250
13.39,52.45,45.0,1808.0,800.0,302.0,4.8693,315.0,0.0,251
13.54,52.43,35.0,2277.0,1353.0,413.0,4.75,420.0,0.0,252
13.42,52.51,26.0,4065.0,1960.0,739.0,4.506,741.0,0.0,253
13.61,52.54,28.0,3144.0,1737.0,669.0,2.9297,761.0,0.0,254
13.44,52.42,35.0,3473.0,2091.0,580.0,4.4821,563.0,0.0,255
13.52,52.58,16.0,3973.0,1971.0,575.0,6.4265,595.0,0.0,256
13.31,52.53,28.0,1932.0,1156.0,404.0,1.8958,421.0,0.0,257
13.5,52.63,10.0,2301.9284731774414,2959.0,441.2774725274725,3.9816,470.98664225337797,0.0,258
13.22,52.44,13.0,5075.0,3033.0,838.0,3.0577,978.0,0.0,259
13.6,52.44,33.0,1509.0,1734.0,336.0,1.625,352.0,0.0,260
13.72,52.43,42.0,1604.0,814.0,329.0,4.4408,326.0,0.0,261
13.62,52.46,39.0,1420.0,645.0,277.0,4.125,272.0,0.0,262
13.7,52.44,49.0,1215.0,570.0,264.0,1.4861,282.0,0.0,263
13.39,52.47,24.0,2858.0,1388.0,512.0,3.375,511.0,0.0,264
13.32,52.44,35.0,2129.0,1044.0,350.0,3.9732,382.0,0.0,265
13.29,52.45,28.0,2796.0,1085.0,363.0,3.6054629076086955,365.0,0.0,266
13.32,52.42,25.0,2301.9284731774414,1255.2263374485597,441.2774725274725,3.3627,470.98664225337797,0.0,267
13.44,52.44,27.0,500.0,732.0,162.0,2.7426,159.0,0.0,268
13.59,52.47,39.0,1565.0,1389.0,360.0,2.7443,364.0,0.0,269
13.19,52.57,36.0,1726.0,820.0,288.0,5.5767,287.0,0.0,270
13.24,52.61,16.0,2876.0,1859.0,545.0,2.0878,576.0,0.0,271
13.24,52.52,36.0,956.0,416.0,157.0,4.6429,159.0,0.0,272
13.49,52.53,19.0,2788.0,1365.0,525.0,2.7813,614.0,0.0,273
13.22,52.43,36.0,1327.0,613.0,230.0,3.8672,209.0,0.0,274
13.21,52.54,26.0,3354.0,2020.0,648.0,4.1576,659.0,0.0,275
13.47,52.5,8.0,892.0,427.0,164.0,2.6833,185.0,0.0,276
13.44,52.49,34.0,2199.0,2488.0,597.0,2.9861,609.0,0.0,277
13.5,52.53,25.0,778.0,340.0,155.0,1.7857,135.0,0.0,278
13.31,52.48,26.0,2758.0,1291.0,522.0,2.925,571.0,0.0,279
13.37,52.5,31.0,2449.0,1801.0,548.0,2.6328,595.0,0.0,280
13.42,52.47,27.0,3997.0,1901.0,966.0,3.75,1073.0,0.0,281
13.39,52.42,39.0,2522.0,1113.0,357.0,5.2249,380.0,0.0,282
13.36,52.44,39.0,1504.0,718.0,261.0,4.625,280.0,0.0,283
13.34,52.42,16.0,1495.0,472.0,284.0,3.4432,292.0,0.0,284
13.62,52.52,28.0,2795.0,1173.0,545.0,4.4423,622.0,0.0,285
13.57,52.43,52.0,1686.0,982.0,356.0,2.0958,377.0,0.0,286
13.58,52.44,50.0,2307.0,887.0,356.0,3.5156,424.0,0.0,287
13.72,52.44,20.0,1901.0,704.0,254.0,3.6054629076086955,270.0,0.0,288
13.29,52.6,52.0,2269.0,805.0,321.0,4.7188,323.0,0.0,289
13.26,52.55,39.0,1756.0,1055.0,322.0,3.2375,320.0,0.0,290
13.24,52.55,48.0,2799.0,1235.0,561.0,4.4896,596.0,0.0,291
13.14,52.53,15.0,2301.9284731774414,3060.0,1060.0,5.3064,1052.0,0.0,292
13.14,52.41,16.0,3747.0,1817.0,590.0,4.6488,586.0,0.0,293
13.403213811420985,52.50359625668449,46.0,2301.9284731774414,2535.0,441.2774725274725,5.0887,1093.0,0.0,294
13.53,52.49,41.0,2822.0,1288.0,541.0,3.0799,564.0,0.0,295
13.34,52.59,32.0,1290.0,852.0,309.0,1.4429,304.0,0.0,296
13.37,52.52,4.0,2301.9284731774414,1255.2263374485597,441.2774725274725,5.6798,470.98664225337797,0.0,297
13.34,52.51,13.0,2832.0,1065.0,531.0,2.3844,542.0,0.0,298
13.36,52.53,28.0,1843.0,1402.0,512.0,2.462,554.0,0.0,299
13.51,52.44,51.0,2665.0,1258.0,536.0,2.7303,574.0,0.0,300
13.27,52.48,23.0,2744.0,1493.0,557.0,3.1781,588.0,0.0,301
13.36,52.51,29.0,2671.0,1484.0,445.0,4.9844,437.0,0.0,302
13.37,52.48,33.0,1365.0,825.0,250.0,3.2396,269.0,0.0,303
13.39,52.48,52.0,3351.0,2101.0,706.0,3.0107,719.0,0.0,304
13.41,52.48,25.0,3603.0,2719.0,913.0,2.6981,1003.0,0.0,305
13.42,52.44,42.0,700.0,662.0,210.0,3.0078,212.0,0.0,306
13.47,52.48,36.0,1180.0,664.0,200.0,5.2838,212.0,0.0,307
13.46,52.46,13.0,3719.0,1754.0,764.0,2.3517,803.0,0.0,308
13.41,52.46,27.0,2784.0,2028.0,693.0,2.4808,723.0,0.0,309
13.4,52.46,27.0,1145.0,492.0,160.0,5.716,150.0,0.0,310
13.41,52.45,28.0,2780.0,1638.0,533.0,2.9571,510.0,0.0,311
13.42,52.42,33.0,1664.0,759.0,272.0,5.7876,271.0,0.0,312
13.57,52.47,34.0,5586.0,1871.0,636.0,3.6054629076086955,674.0,0.0,313
13.63,52.46,39.0,1598.0,1691.0,399.0,2.3605,458.0,0.0,314
13.37,52.44,26.0,2192.0,954.0,456.0,4.5352,438.0,0.0,315
13.22,52.61,29.0,3167.0,1554.0,534.0,4.3487,548.0,0.0,316
13.4,52.43,10.0,4750.0,1220.0,428.0,4.5536,844.0,0.0,317
13.38,52.41,38.0,1794.0,810.0,335.0,3.8343,349.0,0.0,318
13.37,52.43,23.0,3224.0,2183.0,655.0,4.3807,652.0,0.0,319
13.39,52.41,29.0,2240.0,1187.0,407.0,3.8365,457.0,0.0,320
13.41,52.43,43.0,3700.0,1488.0,623.0,5.5622,684.0,0.0,321
13.42,52.43,42.0,2082.0,1396.0,610.0,3.25,626.0,0.0,322
13.43,52.44,35.0,1032.0,453.0,176.0,6.396,173.0,0.0,323
13.4,52.48,29.0,2474.0,1130.0,427.0,2.8833,453.0,0.0,324
13.42,52.45,11.0,2635.0,280.0,132.0,1.7214,667.0,0.0,325
13.35,52.46,36.0,2981.0,1243.0,413.0,6.5304,441.0,0.0,326
13.27,52.41,45.0,2253.0,1382.0,392.0,4.2562,431.0,0.0,327
13.28,52.6,26.0,4257.0,1861.0,950.0,3.4047,1031.0,0.0,328
13.24,52.45,17.0,1546.0,2423.0,556.0,2.1977,592.0,0.0,329
13.33,52.44,22.0,2761.0,2612.0,641.0,1.6875,757.0,0.0,330
13.29,52.42,31.0,2583.0,1675.0,612.0,3.5234,663.0,0.0,331
13.24,52.43,38.0,1007.0,618.0,239.0,2.875,245.0,0.0,332
13.34,52.41,47.0,1315.0,785.0,245.0,1.23,544.3654353562006,0.0,333
13.33,52.41,36.0,501.0,487.0,118.0,1.3,123.0,0.0,334
13.38,52.4,20.0,1351.0,762.0,253.0,2.1111,255.0,0.0,335
