longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id
12.55,52.41,23.0,4911.0,1480.0,606.0,6.777,693.0,191930.96528948846,109
12.5,52.43,9.0,2254.0,694.0,243.0,5.6856,400.0,138100.0,110
12.51,52.43,38.0,2065.0,812.0,343.0,3.125,374.0,216500.0,111
12.55,52.42,36.0,1181.0,775.0,218.0,4.7228,220.0,183800.0,112
12.49,53.16,36.0,1412.0,792.0,268.0,2.3056,260.0,90400.0,113
12.48,53.16,29.0,3110.0,1212.0,642.0,4.2031,650.0,394400.0,114
12.48,53.15,41.0,2036.0,1412.0,454.0,2.0469,510.0,89300.0,115
13.44,51.41,25.0,1321.0,396.0,278.0,3.1131,295.0,77100.0,116
13.39,51.52,13.0,5591.0,1225.2837321251593,971.0,5.5925,1013.0,208600.0,117
13.4,51.52,26.0,1405.0,627.0,215.0,4.2188,204.0,94200.0,118
13.71,51.62,36.0,3359.0,1298.0,483.0,3.665552516894221,493.0,404300.0,119
13.71,51.64,14.0,2063.0,934.0,529.0,1.7788,0.0,85800.0,120
13.71,51.63,28.0,3857.0,2328.0,830.0,4.0156,857.0,196000.0,121
13.7,51.64,16.0,2221.4102736512973,2306.0,914.0,4.6315,986.0,277500.0,122
13.87,51.47,42.0,3200.0,1668.0,628.0,3.375,685.0,260400.0,123
13.65,51.7,33.0,2014.0,1354.0,427.0,3.9773,410.0,131300.0,124
13.86,51.47,25.0,2907.0,1841.0,633.0,2.6768,680.0,82400.0,125
13.76,51.47,31.0,3127.0,1345.0,580.0,1.5774,664.0,58000.0,126
13.76,51.49,37.0,1371.0,640.0,260.0,1.8242,319.0,70000.0,127
13.8,51.5,13.0,3334.0,2240.0,561.0,7.105,565.0,273900.0,128
13.74,51.47,36.0,1940.0,1076.0,382.0,3.3906,399.0,147800.0,129
13.7,52.48,50.0,1509.0,690.0,259.0,6.2344,291.0,191930.96528948846,130
13.73,52.56,11.0,1716.0,722.0,415.0,2.0926,404.0,166100.0,131
13.7,52.46,22.0,1707.0,822.0,297.0,3.6625,296.0,126600.0,132
13.76,52.53,5.0,2221.4102736512973,3123.0,930.0,4.9904,1139.0,154100.0,133
13.74,52.39,7.0,1777.0,1225.2837321251593,504.0,1.4653,513.0,310000.0,134
13.79,52.47,33.0,2517.0,1158.0,443.0,5.0785,496.0,289500.0,135
13.75,52.43,26.0,2221.4102736512973,2681.0,0.0,4.0341,457.5068800028618,243300.0,136
13.7,52.52,42.0,819.0,899.0,228.0,1.1346,233.0,85400.0,137
13.85,52.48,34.0,981.0,508.0,304.0,2.2328,313.0,266700.0,138
13.75,52.45,9.0,1503.0,715.0,349.0,4.6371,381.0,234300.0,139
13.75,52.52,52.0,2995.0,1392.0,503.0,1.7794,555.0,98800.0,140
13.88,52.34,38.0,1214.0,723.0,236.0,2.5469,254.0,87800.0,141
13.72,52.4,35.0,1583.0,933.0,318.0,2.4063,340.0,70700.0,142
13.75,52.42,16.0,2221.4102736512973,1225.2837321251593,430.14788333569305,5.228,457.5068800028618,187800.0,143
13.77,52.48,45.0,934.0,893.0,192.0,2.53,228.0,140300.0,144
13.82,52.43,32.0,2458.0,967.0,409.0,7.2893,359.0,293500.0,145
13.78,52.47,50.0,1741.0,987.0,383.0,1.5066,424.0,59300.0,146
13.75,52.44,33.0,1221.0,488.0,199.0,3.7574,236.0,92700.0,147
13.77,52.52,42.0,882.0,1248.0,281.0,2.761,292.0,120000.0,148
13.71,52.52,8.0,2221.4102736512973,1225.2837321251593,430.14788333569305,4.2654,457.5068800028618,137600.0,149
13.71,52.47,24.0,2069.0,909.0,374.0,2.5326,436.0,139100.0,150
13.59,52.68,5.0,3201.0,2061.0,536.0,5.0829,532.0,179400.0,151
13.48,52.79,14.0,1979.0,1756.0,382.0,2.6923,432.0,71400.0,152
13.53,52.66,33.0,0.0,1704.0,591.0,3.6849,641.0,211400.0,153
13.6,52.68,49.0,2334.0,1334.0,447.0,1.89,530.0,124000.0,154
13.54,52.68,52.0,1927.0,705.0,288.0,7.8864,279.0,357300.0,155
13.57,52.67,31.0,2051.0,1581.0,538.0,2.052,549.0,108900.0,156
13.62,52.77,44.0,1521.0,1074.0,285.0,2.0673,289.0,99800.0,157
13.58,52.68,23.0,2556.0,1200.0,548.0,1.8899,662.0,147700.0,158
13.57,52.57,25.0,2445.0,983.0,363.0,4.9286,368.0,180100.0,159
13.52,52.65,28.0,3250.0,1328.0,473.0,7.4729,485.0,431600.0,160
13.47,52.75,35.0,2720.0,1158.0,445.0,5.0796,490.0,228300.0,161
13.54,52.66,16.0,3260.0,1973.0,535.0,4.6563,501.0,162000.0,162
13.6,52.67,33.0,2040.0,2649.0,561.0,2.3375,576.0,170600.0,163
13.47,52.76,18.0,1795.0,483.0,208.0,4.5375,416.0,169800.0,164
13.44,52.69,4.0,5027.0,1869.0,686.0,3.5507,797.0,186100.0,165
13.63,52.77,32.0,2159.0,981.0,369.0,4.3173,393.0,175400.0,166
13.96,51.33,8.0,2371.0,1094.0,396.0,5.3245,375.0,174500.0,167
13.99,51.51,36.0,1254.0,629.0,245.0,4.9643,229.0,236100.0,168
13.98,51.51,26.0,1272.0,562.0,284.0,4.5644,306.0,280200.0,169
13.76,51.38,12.0,4025.0,2042.0,588.0,7.9125,574.0,344900.0,170
13.87,51.46,52.0,249.0,396.0,85.0,1.2434,78.0,191930.96528948846,171
13.9,51.52,52.0,1350.0,490.0,257.0,3.125,266.0,171100.0,172
11.75,52.89,29.0,1387.0,671.0,239.0,3.3438,236.0,74000.0,173
11.76,53.0,31.0,2668.0,1398.0,721.0,1.125,812.0,110400.0,174
11.75,53.0,12.0,4602.0,2299.0,860.0,3.0625,930.0,90500.0,175
11.76,53.01,37.0,2817.0,1341.0,662.0,2.1553,716.0,255400.0,176
11.72,53.0,11.0,2393.0,1905.0,711.0,1.3448,726.0,91300.0,177
12.85,52.94,17.0,5239.0,2440.0,985.0,4.375,1045.0,248100.0,178
12.99,52.98,22.0,4249.0,2405.0,846.0,2.1549,922.0,146500.0,179
14.0,53.02,33.0,1541.0,880.0,272.0,2.5074,313.0,117700.0,180
13.81,52.84,35.0,3315.0,2425.0,687.0,3.5521,744.0,182800.0,181
13.82,52.83,36.0,1485.0,623.0,261.0,3.3036,236.0,141000.0,182
13.99,53.01,52.0,2229.0,1079.0,472.0,5.0196,498.0,324300.0,183
13.8,52.83,46.0,1033.0,462.0,224.0,3.2708,223.0,384700.0,184
13.81,52.83,30.0,2972.0,1940.0,590.0,2.3594,635.0,72300.0,185
13.77,52.83,17.0,2056.0,1259.0,367.0,3.9338,366.0,84700.0,186
13.79,52.84,10.0,1897.0,1353.0,357.0,3.7679,354.0,131300.0,187
14.68,51.95,21.0,2221.4102736512973,1225.2837321251593,430.14788333569305,1.8937,457.5068800028618,109800.0,188
13.55,51.61,29.0,1871.0,1066.0,309.0,4.5714,315.0,100800.0,189
13.39,51.72,52.0,5604.0,2023.0,430.14788333569305,4.4085,457.5068800028618,400000.0,190
13.56,51.64,18.0,3303.0,986.0,522.0,1.5957,814.0,101400.0,191
13.3,52.67,17.0,4234.0,2191.0,725.0,3.6445,770.0,197600.0,192
13.32,52.63,2.0,4678.0,1970.0,712.0,6.1078,817.0,219000.0,193
13.24,52.74,26.0,186.0,102.0,39.0,2.5625,48.0,103100.0,194
13.44,52.72,4.0,2221.4102736512973,2649.0,430.14788333569305,3.62,457.5068800028618,139300.0,195
13.32,52.67,52.0,2259.0,766.0,385.0,2.2981,417.0,105400.0,196
13.29,52.69,26.0,2056.0,933.0,367.0,2.7051,413.0,193800.0,197
13.28,52.67,25.0,474.0,300.0,104.0,3.8062,92.0,340900.0,198
14.01,51.52,52.0,2869.0,500.0,335.0,5.0376,594.0,191930.96528948846,199
14.0,51.52,52.0,2680.0,1587.0,713.0,2.5933,740.0,359600.0,200
14.01,51.59,42.0,626.0,625.0,156.0,3.125,143.0,166300.0,201
13.89,51.56,5.0,5526.0,1225.2837321251593,1012.0,4.0767,537.4777164400161,143100.0,202
14.0,51.6,37.0,1982.0,794.0,340.0,5.9275,331.0,336900.0,203
12.87,52.1,25.0,2402.0,1527.0,461.0,2.3194,478.0,52900.0,204
12.73,52.32,10.0,3699.0,2310.0,759.0,2.5365,838.0,139500.0,205
12.75,52.32,37.0,1244.0,484.0,157.0,2.3661,247.0,77500.0,206
12.76,52.19,29.0,2709.0,1238.0,793.0,3.1563,799.0,330000.0,207
14.67,52.14,17.0,2724.0,2213.0,554.0,3.8529,567.0,147700.0,208
14.64,52.15,44.0,1798.0,835.0,314.0,4.75,353.0,355800.0,209
14.62,52.14,17.0,1530.0,883.0,344.0,2.8835,404.0,196500.0,210
14.58,52.26,26.0,32.0,27.0,10.0,2.225,8.0,150000.0,211
14.65,52.09,45.0,1072.0,996.0,243.0,2.8194,275.0,165000.0,212
14.63,52.15,34.0,80.0,125.0,35.0,0.8907,26.0,154200.0,213
14.66,52.14,39.0,1065.0,497.0,208.0,4.5972,248.0,146300.0,214
14.65,52.14,31.0,1636.0,1468.0,339.0,3.2219,380.0,114700.0,215
14.64,52.13,27.0,1426.0,792.0,353.0,2.0673,364.0,118800.0,216
14.07,51.78,10.0,2554.0,922.0,439.0,2.1094,501.0,164000.0,217
14.32,51.78,18.0,2221.4102736512973,3010.0,1034.0,5.6392,1070.0,271500.0,218
14.32,51.72,11.0,3835.0,1456.0,658.0,2.5374,727.0,97200.0,219
14.15,51.84,12.0,2772.0,1335.0,565.0,3.8068,578.0,161000.0,220
14.09,51.78,19.0,2610.0,1290.0,452.0,4.1298,474.0,222800.0,221
14.25,51.75,41.0,3257.0,1237.0,638.0,4.2415,679.0,409600.0,222
14.12,51.91,16.0,2205.0,1333.0,402.0,3.475,393.0,279500.0,223
14.32,51.76,33.0,3626.0,1348.0,480.0,7.6107,502.0,423200.0,224
13.62,52.29,47.0,859.0,913.0,234.0,2.6442,239.0,136100.0,225
13.59,52.36,28.0,3436.0,1503.0,498.0,4.7679,537.0,204000.0,226
13.63,52.33,18.0,2334.0,962.0,557.0,1.808,573.0,97000.0,227
13.62,52.37,8.0,1266.0,375.0,183.0,3.665552516894221,537.4777164400161,191930.96528948846,228
13.64,52.54,0.0,2221.4102736512973,1225.2837321251593,430.14788333569305,2.569,457.5068800028618,88300.0,229
13.6,52.55,33.0,399.0,71.0,27.0,1.875,87.0,71300.0,230
13.63,52.54,27.0,2049.0,1230.0,336.0,4.6477,417.0,265900.0,231
13.61,52.37,43.0,2018.0,1111.0,367.0,1.8913,408.0,91200.0,232
13.67,52.51,40.0,1259.0,1499.0,327.0,1.8382,362.0,126400.0,233
13.15,53.18,35.0,1681.0,1648.0,373.0,2.4911,360.0,145900.0,234
13.16,53.01,15.0,1828.0,955.0,248.0,3.2174,359.0,165100.0,235
13.23,51.81,5.0,2987.0,1821.0,485.0,4.8889,457.0,138900.0,236
14.38,52.53,27.0,3055.0,1407.0,610.0,2.1702,677.0,179700.0,237
14.37,52.53,50.0,2833.0,1260.0,552.0,2.8929,605.0,216700.0,238
14.53,52.43,50.0,985.0,621.0,250.0,1.3125,309.0,60900.0,239
14.55,52.34,19.0,1199.0,730.0,276.0,3.6422,251.0,209400.0,240
14.54,52.35,30.0,2979.0,316.0,124.0,2.1987,583.0,124000.0,241
14.54,52.33,45.0,2535.0,1036.0,437.0,5.0482,455.0,388900.0,242
14.56,52.34,29.0,2409.0,1142.0,440.0,3.6895,436.0,87700.0,243
14.54,52.34,12.0,3375.0,2357.0,808.0,1.5,945.0,106300.0,244
14.55,52.35,20.0,2502.0,981.0,399.0,4.3,454.0,275000.0,245
14.52,52.33,20.0,4296.0,1732.0,800.0,4.8036,817.0,188300.0,246
14.53,52.33,22.0,2614.0,1240.0,462.0,6.0712,453.0,271800.0,247
14.53,52.34,36.0,1437.0,1073.0,320.0,2.1779,537.4777164400161,58400.0,248
14.53,52.36,32.0,2020.0,2557.0,562.0,2.1397,613.0,145300.0,249
14.52,52.35,36.0,2398.0,1261.0,402.0,5.2816,403.0,221800.0,250
13.26,52.3,28.0,2647.0,1459.0,595.0,3.4474,658.0,253400.0,251
13.31,52.36,9.0,2221.4102736512973,2811.0,430.14788333569305,3.2589,457.5068800028618,137900.0,252
13.25,52.31,44.0,2175.0,1019.0,448.0,4.793,475.0,470800.0,253
13.25,52.3,7.0,2221.4102736512973,1225.2837321251593,430.14788333569305,3.816,457.5068800028618,147900.0,254
13.22,52.22,25.0,5411.0,2243.0,1019.0,4.3148,998.0,240700.0,255
13.1,52.35,46.0,2066.0,1275.0,448.0,3.9375,450.0,187000.0,256
13.21,52.21,23.0,1939.0,841.0,364.0,3.3611,356.0,169200.0,257
13.03,52.76,26.0,1652.0,762.0,280.0,2.4757,313.0,85600.0,258
13.17,52.69,40.0,624.0,423.0,160.0,0.9506,195.0,187500.0,259
13.1,52.72,35.0,2976.0,1424.0,538.0,4.267,518.0,210300.0,260
13.0,52.58,52.0,1963.0,1628.0,524.0,2.6083,565.0,193800.0,261
13.08,52.53,33.0,2479.0,979.0,377.0,4.7308,382.0,236200.0,262
13.14,52.6,22.0,2516.0,1225.2837321251593,713.0,2.0192,826.0,158300.0,263
13.09,52.73,18.0,5152.0,2286.0,430.14788333569305,5.1677,457.5068800028618,380800.0,264
13.0,52.54,30.0,0.0,410.0,165.0,2.1898,156.0,63200.0,265
13.1,52.56,39.0,2400.0,877.0,372.0,5.7361,373.0,191930.96528948846,266
13.06,52.54,34.0,1324.0,799.0,228.0,4.5234,211.0,192200.0,267
13.08,52.56,33.0,1503.0,652.0,229.0,3.6937,282.0,99300.0,268
13.09,52.56,32.0,1162.0,563.0,178.0,3.875,196.0,203000.0,269
13.13,52.56,41.0,1164.0,476.0,171.0,2.4196,211.0,70700.0,270
13.09,52.57,17.0,1419.0,1300.0,360.0,2.0769,436.0,100000.0,271
13.05,52.57,50.0,1760.0,741.0,316.0,4.5,341.0,178300.0,272
13.17,52.68,37.0,1217.0,552.0,194.0,5.0445,199.0,196200.0,273
13.53,52.91,24.0,1039.0,643.0,193.0,2.6711,190.0,71300.0,274
13.68,52.85,31.0,1331.0,598.0,225.0,4.1827,245.0,345500.0,275
13.63,52.24,30.0,2260.0,1182.0,341.0,6.0705,345.0,236700.0,276
13.33,52.51,44.0,1375.0,766.0,321.0,2.1719,351.0,87500.0,277
13.68,52.29,38.0,3495.0,1939.0,994.0,2.2148,1100.0,438300.0,278
13.65,52.3,32.0,1441.0,0.0,249.0,4.4519,261.0,137500.0,279
13.68,52.3,3.0,2221.4102736512973,2874.0,886.0,5.3638,919.0,206300.0,280
13.63,52.35,44.0,3184.0,1399.0,548.0,2.7234,581.0,110200.0,281
13.63,52.27,43.0,513.0,266.0,103.0,5.6428,98.0,343100.0,282
13.63,52.3,22.0,3024.0,2357.0,743.0,3.3125,754.0,191800.0,283
13.6,52.32,34.0,2211.0,1113.0,488.0,4.7026,502.0,356800.0,284
13.62,52.3,34.0,2657.0,1948.0,532.0,4.233,515.0,157400.0,285
12.89,53.1,9.0,1859.0,947.0,304.0,5.9202,307.0,181300.0,286
12.9,53.1,47.0,2879.0,2229.0,606.0,3.2599,631.0,183100.0,287
14.26,53.07,15.0,2577.0,979.0,364.0,3.665552516894221,360.0,191930.96528948846,288
14.3,53.07,5.0,2221.4102736512973,1225.2837321251593,430.14788333569305,4.3598,457.5068800028618,189100.0,289
14.27,53.07,22.0,3902.0,1870.0,763.0,2.774,845.0,190200.0,290
14.29,53.06,18.0,2939.0,1278.0,435.0,7.1425,437.0,393700.0,291
14.28,53.05,22.0,3359.0,1227.0,588.0,4.645,643.0,276200.0,292
13.61,52.14,16.0,1657.0,572.0,301.0,1.4767,390.0,62000.0,293
13.66,52.16,18.0,1932.0,1071.0,346.0,4.125,350.0,139800.0,294
13.5,52.05,26.0,1167.0,253.0,137.0,2.4196,370.0,275000.0,295
13.94,51.87,50.0,772.0,606.0,167.0,2.2206,194.0,59200.0,296
13.94,51.86,32.0,1286.0,694.0,236.0,1.6579,271.0,68500.0,297
13.96,51.87,35.0,1205.0,583.0,319.0,2.3971,330.0,188900.0,298
13.03,52.39,50.0,1843.0,892.0,314.0,3.1346,326.0,120000.0,299
12.99,52.4,39.0,1841.0,1368.0,390.0,2.1583,428.0,62000.0,300
13.05,52.4,33.0,3512.0,1515.0,782.0,1.9908,825.0,118800.0,301
12.93,52.36,23.0,2639.268084538969,998.0,435.0,4.0294,515.0,191930.96528948846,302
13.04,52.41,32.0,2021.0,973.0,485.0,3.18,524.0,362500.0,303
12.92,52.4,34.0,495.0,527.0,130.0,1.9453,120.0,149000.0,304
12.94,52.38,43.0,2483.0,1212.0,493.0,4.0189,548.0,302900.0,305
13.04,52.39,14.0,3023.0,1523.0,492.0,5.3602,469.0,118600.0,306
12.93,52.38,34.0,3150.0,1392.0,480.0,4.9355,518.0,336900.0,307
13.04,52.4,2.0,718.0,119.0,50.0,4.1,98.0,315000.0,308
12.91,52.36,52.0,2792.0,1177.0,439.0,3.4312,461.0,243800.0,309
13.02,52.42,35.0,2924.0,1675.0,602.0,3.8287,658.0,279900.0,310
12.98,52.36,39.0,2233.0,2031.0,491.0,1.8641,563.0,50800.0,311
13.06,52.4,33.0,1903.0,1187.0,340.0,4.0469,386.0,196600.0,312
13.09,52.36,25.0,2004.0,1085.0,343.0,4.7656,349.0,230700.0,313
13.09,52.38,41.0,1733.0,1776.0,453.0,1.6221,492.0,104200.0,314
13.07,52.39,23.0,4671.0,2095.0,857.0,3.184,912.0,140500.0,315
13.07,52.4,23.0,2982.0,1317.0,787.0,3.3776,837.0,283200.0,316
13.13,52.37,43.0,2850.0,1510.0,670.0,2.4835,709.0,274300.0,317
13.1,52.39,27.0,5532.0,2855.0,960.0,4.7478,973.0,243500.0,318
13.09,52.37,41.0,2050.0,850.0,490.0,3.4208,478.0,343400.0,319
13.09,52.39,37.0,1127.0,492.0,331.0,2.675,327.0,241700.0,320
13.13,52.38,33.0,2868.0,1204.0,412.0,6.1825,382.0,336900.0,321
13.09,52.4,36.0,2602.0,2780.0,620.0,2.7155,638.0,149800.0,322
13.08,52.39,49.0,2465.0,1018.0,359.0,4.0,372.0,296800.0,323
14.03,51.45,46.0,2221.4102736512973,1225.2837321251593,430.14788333569305,5.2321,457.5068800028618,191930.96528948846,324
14.1,51.46,28.0,3085.0,1277.0,512.0,4.5795,552.0,262800.0,325
14.24,52.6,23.0,4358.0,1852.0,802.0,3.4167,819.0,105200.0,326
13.79,52.29,20.0,5699.0,1225.2837321251593,430.14788333569305,2.8646,457.5068800028618,221100.0,327
14.37,51.57,34.0,45.0,39.0,14.0,3.0625,11.0,191930.96528948846,328
