longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id,f2_div_f4,f6_div_f2,f5_cat
13.49,52.64,33.0,2318.0,1904.0,451.0,3.7454,464.0,0.0,74,5.14,0.2,3
13.27,52.52,22.0,2105.0,781.0,483.0,2.213,521.0,0.0,75,4.36,0.25,2
13.5,52.57,24.0,4534.0,2547.0,895.0,3.9575,967.0,0.0,76,5.07,0.21,3
13.57,52.53,35.0,2329.0,966.0,336.0,3.8839,399.0,0.0,77,6.93,0.17,3
13.36,52.59,34.0,3657.0,1513.0,562.0,5.2907,538.0,0.0,78,6.51,0.15,4
13.34,52.57,52.0,1548.0,1131.0,343.0,2.63,348.0,0.0,79,4.51,0.22,2
13.39,52.56,44.0,3494.0,693.0,415.0,3.6,635.0,0.0,80,5.202722298221614,0.18,3
13.16,52.42,14.0,810.0,302.0,138.0,3.1094,151.0,0.0,81,5.87,0.19,2
13.38,52.5,28.0,4112.0,1255.2263374485597,841.0,4.4539,861.0,0.0,82,4.89,0.21,3
13.36,52.52,35.0,1447.0,1630.0,306.0,2.9205,335.0,0.0,83,4.73,0.23,2
13.36,52.56,41.0,2237.0,938.0,523.0,4.7105,597.0,0.0,84,4.28,0.27,3
13.36,52.54,37.0,2386.0,1101.0,399.0,4.6908,409.0,0.0,85,5.98,0.17,3
13.32,52.53,24.0,1807.0,1460.0,410.0,1.4786,465.0,0.0,86,4.41,0.26,1
13.35,52.51,52.0,1041.0,558.0,231.0,1.9236,252.0,0.0,87,4.51,0.24,2
13.38,52.57,52.0,1595.0,823.0,302.0,3.2188,325.0,0.0,88,5.28,0.2,3
13.34,52.56,15.0,989.0,406.0,151.0,3.1771,184.0,0.0,89,6.55,0.19,2
13.48,52.49,24.0,4865.0,2315.0,893.0,4.2852,968.0,0.0,90,5.45,0.2,3
13.4,52.49,20.0,2851.0,1192.0,463.0,5.8752,490.0,0.0,91,6.16,0.17,4
13.4,52.5,5.0,2693.0,1785.0,491.0,3.0,508.0,0.0,92,5.48,0.19,2
13.46,52.5,35.0,2316.0,849.0,378.0,4.3816,387.0,0.0,93,6.13,0.17,3
13.45,52.54,16.0,1245.0,956.0,219.0,3.4559,231.0,0.0,94,5.68,0.19,3
13.48,52.55,38.0,1764.0,987.0,354.0,2.4333,397.0,0.0,95,4.98,0.23,2
13.48,52.56,52.0,2301.928473177441,1255.2263374485597,441.2774725274725,1.724,470.986642253378,0.0,96,5.22,0.2,2
13.45,52.59,48.0,1301.0,637.0,260.0,4.3438,253.0,0.0,97,5.0,0.19,3
13.44,52.57,33.0,142.0,575.0,47.0,3.875,31.0,0.0,98,3.02,0.22,3
13.48,52.61,36.0,3005.0,2054.0,758.0,2.0437,771.0,0.0,99,3.96,0.26,2
13.39,52.58,6.0,2918.0,1911.0,639.0,4.1406,672.0,0.0,100,4.57,0.23,3
13.43,52.6,50.0,1829.0,1129.0,516.0,2.6684,536.0,0.0,101,3.54,0.29,2
13.42,52.57,32.0,3108.0,1577.0,603.0,4.6613,613.0,0.0,102,5.15,0.2,3
13.39,52.62,52.0,4140.0,2030.0,892.0,3.4236,984.0,0.0,103,4.64,0.24,3
13.41,52.58,23.0,1353.0,1322.0,336.0,1.8185,345.0,0.0,104,4.03,0.25,2
13.46,52.54,20.0,1911.0,1241.0,348.0,2.5156,389.0,0.0,105,5.49,0.2,2
13.45,52.56,31.0,4267.0,1255.2263374485597,1071.0,3.0212,1070.0,0.0,106,3.98,0.25,2
13.26,52.5,4.0,2301.928473177441,1255.2263374485597,441.2774725274725,5.083,470.986642253378,0.0,107,5.22,0.2,4
13.29,52.54,25.0,4111.0,1585.0,568.0,3.605462907608696,538.0,0.0,108,7.24,0.13,3
13.24,52.51,12.0,3652.0,1677.0,728.0,2.3267,923.0,0.0,109,5.02,0.25,2
13.31,52.49,33.0,2263.0,900.0,382.0,4.4028,430.0,0.0,110,5.92,0.19,3
13.27,52.49,37.0,1921.0,811.0,472.0,2.75,502.0,0.0,111,4.07,0.26,2
13.25,52.51,36.0,1464.0,672.0,261.0,3.5547,244.0,0.0,112,5.61,0.17,3
13.29,52.49,36.0,2929.0,1054.0,352.0,3.605462907608696,366.0,0.0,113,5.202722298221614,0.12,3
13.28,52.52,15.0,5368.0,2269.0,441.2774725274725,5.7097,470.986642253378,0.0,114,5.202722298221614,0.09,4
13.23,52.51,31.0,700.0,1272.0,298.0,2.1542,299.0,0.0,115,2.35,0.20391541609822647,2
13.21,52.5,22.0,2265.0,1684.0,561.0,2.6729,637.0,0.0,116,4.04,0.28,2
13.27,52.5,29.0,2301.928473177441,2184.0,960.0,3.605462907608696,1012.0,0.0,117,2.4,0.20391541609822647,3
13.28,52.49,44.0,1819.0,1137.0,354.0,3.4919,544.3654353562006,0.0,118,5.14,0.3,3
13.21,52.53,26.0,3350.0,1314.0,550.0,3.5195,581.0,0.0,119,6.09,0.17,3
13.18,52.54,19.0,1991.0,1202.0,460.0,3.1538,528.0,0.0,120,4.33,0.27,2
13.18,52.53,17.0,449.0,141.0,53.0,0.8362,151.0,0.0,121,5.202722298221614,0.20391541609822647,1
13.27,52.55,37.0,1844.0,1634.0,417.0,2.7993,382.0,0.0,122,4.42,0.21,2
13.17,52.51,45.0,727.0,520.0,175.0,2.6528,168.0,0.0,123,4.15,0.23,2
13.23,52.54,25.0,4440.0,1560.0,636.0,3.605462907608696,693.0,0.0,124,6.98,0.16,3
13.15,52.54,16.0,2374.0,913.0,705.0,2.7386,780.0,0.0,125,3.37,0.20391541609822647,2
13.2,52.57,16.0,5498.0,2051.0,694.0,7.8601,729.0,0.0,126,7.92,0.13,5
13.18,52.49,43.0,1584.0,799.0,433.0,5.0322,477.0,0.0,127,3.66,0.3,4
13.16,52.56,52.0,1746.0,941.0,220.0,3.3047,315.0,0.0,128,7.94,0.18,3
13.13,52.47,42.0,1276.0,799.0,259.0,2.7273,260.0,0.0,129,4.93,0.2,2
13.17,52.53,7.0,3389.0,1268.0,474.0,3.0224,621.0,0.0,130,7.15,0.18,2
13.19,52.51,4.0,3618.0,1326.0,714.0,5.4284,767.0,0.0,131,5.07,0.21,4
13.16,52.46,26.0,934.0,519.0,162.0,5.3209,148.0,0.0,132,5.77,0.16,4
13.15,52.55,12.0,3851.0,2169.0,811.0,3.0101,857.0,0.0,133,4.75,0.22,2
13.19,52.55,23.0,588.0,716.0,173.0,1.2056,157.0,0.0,134,3.4,0.27,1
13.26,52.42,18.0,2626.0,1302.0,522.0,4.0167,544.3654353562006,0.0,135,5.03,0.21,3
13.28,52.46,24.0,2387.0,1051.0,382.0,4.4595,385.0,0.0,136,6.25,0.16,3
13.15,52.41,16.0,2301.928473177441,1255.2263374485597,441.2774725274725,4.0693,470.986642253378,0.0,137,5.22,0.2,3
13.28,52.44,47.0,1691.0,913.0,358.0,1.8403,402.0,0.0,138,4.72,0.24,2
13.25,52.44,42.0,1558.0,1227.0,407.0,2.2804,458.0,0.0,139,3.83,0.29,2
13.27,52.42,26.0,2697.0,1088.0,389.0,5.0,398.0,0.0,140,6.93,0.15,4
13.19,52.42,39.0,3275.0,1137.0,725.0,3.7679,837.0,0.0,141,4.52,0.26,3
13.35,52.44,29.0,2301.928473177441,2919.0,1061.0,3.605462907608696,1117.0,0.0,142,5.202722298221614,0.20391541609822647,3
13.29,52.43,35.0,1281.0,710.0,184.0,4.8304,219.0,0.0,143,6.96,0.17,4
13.35,52.42,31.0,3117.0,1606.0,588.0,2.9844,616.0,0.0,144,5.3,0.2,2
13.33,52.42,37.0,1832.0,955.0,488.0,2.7852,525.0,0.0,145,3.75,0.29,2
13.31,52.43,35.0,1859.0,1208.0,399.0,1.4044,428.0,0.0,146,4.66,0.23,1
13.26,52.45,28.0,2758.0,2877.0,694.0,2.0734,771.0,0.0,147,3.97,0.28,2
13.35,52.43,23.0,910.0,370.0,169.0,1.7448,199.0,0.0,148,5.38,0.22,2
13.27,52.43,38.0,1912.0,1131.0,408.0,2.03,456.0,0.0,149,4.69,0.24,2
13.3,52.46,46.0,1453.0,817.0,310.0,3.0,306.0,0.0,150,4.69,0.21,2
13.23,52.45,12.0,3943.0,1255.2263374485597,751.0,4.112,737.0,0.0,151,5.25,0.19,3
13.31,52.46,36.0,1774.0,784.0,298.0,5.0447,299.0,0.0,152,5.95,0.17,4
13.28,52.42,42.0,3146.0,1859.0,740.0,3.5073,770.0,0.0,153,4.25,0.24,3
13.16,52.43,16.0,2301.928473177441,1255.2263374485597,441.2774725274725,3.0187,470.986642253378,0.0,154,5.22,0.2,2
13.25,52.43,45.0,2332.0,943.0,339.0,3.605462907608696,544.3654353562006,0.0,155,6.88,0.23,3
13.36,52.46,15.0,1569.0,1123.0,369.0,1.6111,423.0,0.0,156,4.25,0.27,2
13.39,52.46,12.0,2301.928473177441,1255.2263374485597,441.2774725274725,3.5691,470.986642253378,0.0,157,5.22,0.2,3
13.4,52.45,15.0,1882.0,704.0,219.0,6.9794,233.0,0.0,158,5.202722298221614,0.12,5
13.4,52.4,29.0,2743.0,1059.0,651.0,3.625,708.0,0.0,159,4.21,0.26,3
13.41,52.44,38.0,1016.0,540.0,187.0,2.2885,202.0,0.0,160,5.43,0.2,2
13.41,52.41,28.0,1433.0,1001.0,278.0,4.0125,270.0,0.0,161,5.15,0.19,3
13.38,52.43,10.0,614.0,195.0,95.0,0.9283,141.0,0.0,162,6.46,0.23,1
13.37,52.41,29.0,4168.0,2096.0,713.0,4.2204,742.0,0.0,163,5.85,0.18,3
13.36,52.45,21.0,797.0,484.0,166.0,2.625,162.0,0.0,164,4.8,0.2,2
13.36,52.42,26.0,15.0,11.0,3.0,5.048,3.0,0.0,165,5.0,0.2,4
13.37,52.47,13.0,4379.0,2560.0,853.0,4.2538,872.0,0.0,166,5.13,0.2,3
13.37,52.49,34.0,2159.0,1443.0,385.0,4.1995,386.0,0.0,167,5.61,0.18,3
13.35,52.47,36.0,787.0,1506.0,360.0,1.2412,420.0,0.0,168,5.202722298221614,0.20391541609822647,1
13.42,52.46,4.0,2301.928473177441,1255.2263374485597,441.2774725274725,4.7193,470.986642253378,0.0,169,5.22,0.2,3
13.45,52.48,25.0,2879.0,2077.0,649.0,3.3864,723.0,0.0,170,4.44,0.25,3
13.48,52.41,35.0,2492.0,812.0,373.0,3.605462907608696,409.0,0.0,171,6.68,0.16,3
13.51,52.41,4.0,2301.928473177441,1255.2263374485597,441.2774725274725,6.2141,470.986642253378,0.0,172,5.22,0.2,4
13.47,52.44,44.0,1594.0,832.0,340.0,3.4,389.0,0.0,173,4.69,0.24,3
13.5,52.42,24.0,1586.0,912.0,298.0,4.25,262.0,0.0,174,5.32,0.17,3
13.44,52.43,23.0,3038.0,1501.0,436.0,5.5584,473.0,0.0,175,6.97,0.16,4
13.41,52.42,42.0,2203.0,1470.0,488.0,2.8385,467.0,0.0,176,4.51,0.21,2
13.45,52.46,36.0,98.0,18.0,8.0,0.536,28.0,0.0,177,5.202722298221614,0.29,1
13.43,52.45,25.0,1178.0,709.0,214.0,4.5625,206.0,0.0,178,5.5,0.17,3
13.48,52.42,30.0,2506.0,1255.0,421.0,4.7813,394.0,0.0,179,5.95,0.16,3
13.43,52.43,17.0,2875.0,1876.0,749.0,1.951,810.0,0.0,180,3.84,0.28,2
13.49,52.46,19.0,5407.0,1927.0,804.0,4.6302,838.0,0.0,181,6.73,0.15,3
13.53,52.41,16.0,4392.0,1490.0,578.0,3.605462907608696,602.0,0.0,182,7.6,0.14,3
13.55,52.41,36.0,1089.0,632.0,215.0,3.6538,234.0,0.0,183,5.07,0.21,3
13.54,52.41,34.0,2328.0,1684.0,429.0,3.25,444.0,0.0,184,5.43,0.19,3
13.6,52.43,32.0,1199.0,814.0,238.0,4.6719,229.0,0.0,185,5.04,0.19,3
13.58,52.47,9.0,2167.0,1290.0,351.0,5.0285,370.0,0.0,186,6.17,0.17,4
13.67,52.41,33.0,3122.0,1733.0,545.0,3.8307,579.0,0.0,187,5.73,0.19,3
13.51,52.47,32.0,2587.0,1246.0,650.0,2.1727,681.0,0.0,188,3.98,0.26,2
13.63,52.45,20.0,1814.0,658.0,253.0,3.605462907608696,282.0,0.0,189,7.17,0.16,3
13.61,52.44,35.0,1468.0,1295.0,300.0,3.7708,303.0,0.0,190,4.89,0.21,3
13.7,52.43,41.0,2136.0,986.0,557.0,2.7254,549.0,0.0,191,3.83,0.26,2
13.65,52.38,29.0,4610.0,1569.0,592.0,2.7663,544.3654353562006,0.0,192,7.79,0.12,2
13.53,52.46,18.0,2301.928473177441,1255.2263374485597,441.2774725274725,1.4366,470.986642253378,0.0,193,5.22,0.2,1
13.52,52.47,34.0,1859.0,854.0,309.0,3.1906,323.0,0.0,194,6.02,0.17,2
13.53,52.45,30.0,1228.0,1603.0,323.0,3.0225,358.0,0.0,195,3.8,0.29,2
13.59,52.42,42.0,1116.0,1082.0,299.0,3.7237,303.0,0.0,196,3.73,0.27,3
13.53,52.44,29.0,1945.0,826.0,275.0,3.605462907608696,269.0,0.0,197,7.07,0.14,3
13.5,52.46,34.0,1519.0,758.0,304.0,4.3125,301.0,0.0,198,5.0,0.2,3
13.52,52.45,34.0,2192.0,1376.0,428.0,3.9861,431.0,0.0,199,5.12,0.2,3
13.58,52.57,44.0,1818.0,1680.0,418.0,1.7083,412.0,0.0,200,4.35,0.23,2
13.58,52.55,37.0,845.0,881.0,252.0,2.2454,249.0,0.0,201,3.35,0.29,2
13.55,52.55,13.0,4808.0,2568.0,762.0,3.6583,848.0,0.0,202,6.31,0.18,3
13.58,52.53,16.0,2687.0,1502.0,480.0,3.75,501.0,0.0,203,5.6,0.19,3
13.57,52.5,38.0,727.0,559.0,176.0,2.4653,173.0,0.0,204,4.13,0.24,2
13.62,52.51,19.0,1393.0,915.0,355.0,1.1957,367.0,0.0,205,3.92,0.26,1
13.6,52.53,36.0,654.0,416.0,138.0,3.6953,186.0,0.0,206,4.74,0.28,3
13.63,52.52,52.0,3034.0,1158.0,399.0,6.2976,406.0,0.0,207,7.6,0.13,4
13.58,52.51,12.0,2301.928473177441,2823.0,441.2774725274725,2.1722,470.986642253378,0.0,208,5.22,0.2,2
13.61,52.49,52.0,610.0,281.0,132.0,2.9018,145.0,0.0,209,4.62,0.24,2
13.58,52.49,10.0,1742.0,721.0,312.0,2.4537,307.0,0.0,210,5.58,0.18,2
13.56,52.49,35.0,2843.0,1726.0,643.0,3.09,652.0,0.0,211,4.42,0.23,2
13.57,52.52,26.0,2507.0,1333.0,392.0,6.1601,393.0,0.0,212,6.4,0.16,4
13.61,52.5,30.0,1695.0,932.0,447.0,3.5045,480.0,0.0,213,3.79,0.28,3
13.6,52.52,40.0,2523.0,976.0,470.0,3.11,488.0,0.0,214,5.37,0.19,2
13.55,52.51,36.0,49.0,28.0,2.0,4.625,7.0,0.0,215,5.202722298221614,0.14,3
13.53,52.51,52.0,4088.0,1906.0,863.0,3.6065,946.0,0.0,216,4.74,0.23,3
13.54,52.49,41.0,746.0,387.0,161.0,3.9063,544.3654353562006,0.0,217,4.63,0.20391541609822647,3
13.48,52.5,35.0,1945.0,1227.0,359.0,5.2162,357.0,0.0,218,5.42,0.18,4
13.5,52.54,28.0,4649.0,2606.0,953.0,3.2674,977.0,0.0,219,4.88,0.21,3
13.51,52.56,22.0,1814.0,941.0,323.0,2.1728,342.0,0.0,220,5.62,0.19,2
13.5,52.5,16.0,2697.0,1369.0,723.0,4.4699,803.0,0.0,221,3.73,0.3,3
13.52,52.56,28.0,1967.0,734.0,291.0,4.9583,315.0,0.0,222,6.76,0.16,4
13.53,52.57,16.0,2704.0,1322.0,424.0,3.7857,463.0,0.0,223,6.38,0.17,3
13.5,52.52,26.0,2496.0,1062.0,380.0,5.5413,407.0,0.0,224,6.57,0.16,4
13.48,52.57,26.0,1125.0,943.0,214.0,4.825,210.0,0.0,225,5.26,0.19,4
13.51,52.48,25.0,1407.0,1193.0,472.0,1.2989,550.0,0.0,226,2.98,0.20391541609822647,1
13.51,52.53,43.0,1730.0,629.0,279.0,4.3194,326.0,0.0,227,6.2,0.19,3
13.55,52.57,21.0,1214.0,500.0,185.0,7.598,192.0,0.0,228,6.56,0.16,5
13.35,52.59,37.0,1508.0,635.0,241.0,3.75,252.0,0.0,229,6.26,0.17,3
13.34,52.58,14.0,3483.0,2140.0,687.0,3.125,764.0,0.0,230,5.07,0.22,2
13.31,52.59,48.0,1835.0,956.0,370.0,3.2813,380.0,0.0,231,4.96,0.21,3
13.28,52.57,17.0,3353.0,1417.0,447.0,5.1721,463.0,0.0,232,7.5,0.14,4
13.29,52.59,23.0,3204.0,2295.0,614.0,3.9485,644.0,0.0,233,5.22,0.2,3
13.31,52.61,2.0,158.0,94.0,57.0,2.5625,43.0,0.0,234,2.77,0.27,2
13.34,52.62,33.0,879.0,547.0,169.0,5.3146,181.0,0.0,235,5.2,0.21,4
13.3,52.61,25.0,4617.0,2685.0,1011.0,2.9576,1046.0,0.0,236,4.57,0.23,2
13.29,52.64,45.0,2143.0,1004.0,594.0,3.0153,697.0,0.0,237,3.61,0.20391541609822647,2
13.27,52.64,24.0,5377.0,2010.0,982.0,3.4542,1005.0,0.0,238,5.48,0.19,3
13.36,52.6,17.0,2839.0,390.0,189.0,3.5667,525.0,0.0,239,5.202722298221614,0.18,3
13.34,52.61,35.0,1060.0,444.0,196.0,3.605462907608696,191.0,0.0,240,5.41,0.18,3
13.37,52.6,26.0,1279.0,1276.0,420.0,1.2404,438.0,0.0,241,3.05,0.20391541609822647,1
13.29,52.62,18.0,1758.0,987.0,277.0,4.6875,286.0,0.0,242,6.35,0.16,3
13.23,52.62,20.0,755.0,457.0,157.0,2.4167,147.0,0.0,243,4.81,0.19,2
13.25,52.61,36.0,2410.0,934.0,377.0,7.652,361.0,0.0,244,6.39,0.15,5
13.32,52.6,52.0,1380.0,530.0,210.0,6.221,203.0,0.0,245,6.57,0.15,4
13.31,52.6,33.0,1775.0,1071.0,296.0,4.6607,309.0,0.0,246,6.0,0.17,3
13.32,52.59,14.0,5381.0,2296.0,872.0,5.6875,871.0,0.0,247,6.17,0.16,4
13.32,52.62,13.0,2360.0,1055.0,312.0,5.2134,340.0,0.0,248,7.56,0.14,4
13.3,52.59,46.0,2223.0,968.0,373.0,4.26,361.0,0.0,249,5.96,0.16,3
13.26,52.59,21.0,2884.0,2613.0,645.0,4.05,662.0,0.0,250,4.47,0.23,3
13.39,52.45,45.0,1808.0,800.0,302.0,4.8693,315.0,0.0,251,5.99,0.17,4
13.54,52.43,35.0,2277.0,1353.0,413.0,4.75,420.0,0.0,252,5.51,0.18,3
13.42,52.51,26.0,4065.0,1960.0,739.0,4.506,741.0,0.0,253,5.5,0.18,3
13.61,52.54,28.0,3144.0,1737.0,669.0,2.9297,761.0,0.0,254,4.7,0.24,2
13.44,52.42,35.0,3473.0,2091.0,580.0,4.4821,563.0,0.0,255,5.99,0.16,3
13.52,52.58,16.0,3973.0,1971.0,575.0,6.4265,595.0,0.0,256,6.91,0.15,5
13.31,52.53,28.0,1932.0,1156.0,404.0,1.8958,421.0,0.0,257,4.78,0.22,2
13.5,52.63,10.0,2301.928473177441,2959.0,441.2774725274725,3.9816,470.986642253378,0.0,258,5.22,0.2,3
13.22,52.44,13.0,5075.0,3033.0,838.0,3.0577,978.0,0.0,259,6.06,0.19,2
13.6,52.44,33.0,1509.0,1734.0,336.0,1.625,352.0,0.0,260,4.49,0.23,2
13.72,52.43,42.0,1604.0,814.0,329.0,4.4408,326.0,0.0,261,4.88,0.2,3
13.62,52.46,39.0,1420.0,645.0,277.0,4.125,272.0,0.0,262,5.13,0.19,3
13.7,52.44,49.0,1215.0,570.0,264.0,1.4861,282.0,0.0,263,4.6,0.23,1
13.39,52.47,24.0,2858.0,1388.0,512.0,3.375,511.0,0.0,264,5.58,0.18,3
13.32,52.44,35.0,2129.0,1044.0,350.0,3.9732,382.0,0.0,265,6.08,0.18,3
13.29,52.45,28.0,2796.0,1085.0,363.0,3.605462907608696,365.0,0.0,266,7.7,0.13,3
13.32,52.42,25.0,2301.928473177441,1255.2263374485597,441.2774725274725,3.3627,470.986642253378,0.0,267,5.22,0.2,3
